gene	Ambalavanan_25449221	Da_paepe_20718599	Hadchoul_data	Hamvas_30342483	Li_26030808	Torgerson_30113228	Wang_23897914	Ahmed_37839510	Zasada_31445514	Zasada_31445514_day36GA	Bharracharya_22723293	Bhattacharya_33552042	Dai_34276789_data	Fulton_30459472	Gong_32412065	Luo_36514862_eqtl	Oji_mmuo_33177681_mRNA	Pietrzyk_24194948_down_day28	Pietrzyk_24194948_down_day5	Pietrzyk_24194948_up_day28	Pietrzyk_24194948_up_day5	Shen_33093882	Siddiah_37123538	Tsotakos_35947545_down	Windhorst_37090732	Yuon_chou_37507442_cpg_day14	Yuon_chou_37507442_cpg_day28	Yuon_chou_37507442_deg_day14	maic_score	contributors	
NFKBIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.089930879	0	0	0	0	0	0	0	0	1.087914371	1.087303276	0	3.265148526	TRANSCRIPTOMICS: Oji_mmuo_33177681_mRNA	
PDE4D	0	0	0	0	0	0	0	0	0	0	0	1.062158394	0	0	0	0	0	0	0	0	0	0	0	0	0	1.088909456	1.087300486	0	3.238368336	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
NBL1	0	0	0	0	0	1.643346233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087305739	0	2.730651972	GENOMICS: Torgerson_30113228, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
EML6	0	0	0	0	1.175841237	1.455639855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.631481092	GENOMICS: Torgerson_30113228	
AFP	0	0	0	0	0	0	0	0	1.243973506	1.285294397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.529267903	PROTEOMICS: Zasada_31445514_day36GA	
CD44	1.265832327	0	0	0	0	0	0	0	0	1.261205757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.527038084	GENOMICS: Ambalavanan_25449221, PROTEOMICS: Zasada_31445514_day36GA	
HP	0	0	0	0	0	0	0	0	1.243973616	1.278067805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.522041421	PROTEOMICS: Zasada_31445514_day36GA	
GSN	0	0	0	0	0	0	0	0	1.243973386	1.275658941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.519632327	PROTEOMICS: Zasada_31445514_day36GA	
RIMBP2	0	0	0	0	0	1.431738999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087308577	0	2.519047576	GENOMICS: Torgerson_30113228, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
HBB	0	0	0	0	0	0	0	0	1.243973596	1.270841213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.514814809	PROTEOMICS: Zasada_31445514_day36GA	
APOA1	0	0	0	0	0	0	0	0	1.243973556	1.268432349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.512405906	PROTEOMICS: Zasada_31445514_day36GA	
THBS1	0	1.359419467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150201354	0	0	0	0	0	0	0	0	2.509620821	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day28, GENOMICS: Da_paepe_20718599	
ITIH2	0	0	0	0	0	0	0	0	1.243973536	1.263614621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.507588158	PROTEOMICS: Zasada_31445514_day36GA	
APOA4	0	0	0	0	0	0	0	0	1.243973486	1.258796893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50277038	PROTEOMICS: Zasada_31445514_day36GA	
TTR	0	0	0	0	0	0	0	1.244419705	0	1.249161437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.493581142	PROTEOMICS: Zasada_31445514_day36GA	
IGHG3	0	0	0	0	0	0	0	0	1.243973366	1.241934845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.485908212	PROTEOMICS: Zasada_31445514	
CPN2	0	0	0	0	0	0	0	0	1.243973496	1.237117118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.481090614	PROTEOMICS: Zasada_31445514	
VTN	0	0	0	0	0	0	0	0	1.243973526	1.234708254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.47868178	PROTEOMICS: Zasada_31445514	
COL18A1	0	1.359419467	0	0	0	0	0	0	0	0	0	0	0	0	1.115665614	0	0	0	0	0	0	0	0	0	0	0	0	0	2.475085081	GENOMICS: Da_paepe_20718599, TRANSCRIPTOMICS: Gong_32412065	
TEK	0	1.359419467	0	0	0	0	0	0	0	0	0	0	0	1.114574941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.473994408	TRANSCRIPTOMICS: Fulton_30459472, GENOMICS: Da_paepe_20718599	
SERPINA6	0	0	0	0	0	0	0	0	1.243973356	1.225072798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.469046154	PROTEOMICS: Zasada_31445514	
KDR	0	1.359419467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.083550741	0	0	2.442970208	GENOMICS: Da_paepe_20718599, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
PHGDH	0	0	0	0	1.175841237	0	0	1.244419705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.420260941	GENOMICS: Li_26030808, PROTEOMICS: Ahmed_37839510	
S100A11	0	0	0	0	1.175841237	0	0	1.244419705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.420260941	GENOMICS: Li_26030808, PROTEOMICS: Ahmed_37839510	
S100A14	0	0	0	0	1.175841237	0	0	1.244419705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.420260941	GENOMICS: Li_26030808, PROTEOMICS: Ahmed_37839510	
SERPINC1	0	0	0	0	1.175841237	0	0	1.244419705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.420260941	GENOMICS: Li_26030808, PROTEOMICS: Ahmed_37839510	
PIGR	0	0	0	0	1.175841237	0	0	1.244419705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.420260941	GENOMICS: Li_26030808, PROTEOMICS: Ahmed_37839510	
AGT	0	0	0	0	1.175841237	0	0	0	1.243973396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.419814633	PROTEOMICS: Zasada_31445514, GENOMICS: Li_26030808	
IGHA1	0	0	0	0	0	0	0	1.244419705	0	0	1.171318385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41573809	TRANSCRIPTOMICS: Bharracharya_22723293, PROTEOMICS: Ahmed_37839510	
ANXA8L1	0	0	0	0	0	0	0	1.244419705	0	0	1.171316865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41573657	TRANSCRIPTOMICS: Bharracharya_22723293, PROTEOMICS: Ahmed_37839510	
APOC2	0	0	0	0	0	0	0	0	1.243973586	0	1.171318035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.415291621	PROTEOMICS: Zasada_31445514, TRANSCRIPTOMICS: Bharracharya_22723293	
LOC105375613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.089395942	1.309349268	0	2.39874521	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
MANEAL	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.219836071	0	2.395677308	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
IGLL5	0	0	0	0	0	0	0	0	0	1.239525982	0	0	0	0	1.14870579	0	0	0	0	0	0	0	0	0	0	0	0	0	2.388231772	TRANSCRIPTOMICS: Gong_32412065, PROTEOMICS: Zasada_31445514_day36GA	
EHD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.089963509	1.294894944	0	2.384858452	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC101927881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.094445075	1.29028904	0	2.384734114	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
TPP2	0	0	0	0	0	0	0	1.244419705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.138242428	2.382662132	PROTEOMICS: Ahmed_37839510, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
C1S	0	0	0	0	0	0	0	0	0	1.282885533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.094106009	0	0	2.376991542	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14, PROTEOMICS: Zasada_31445514_day36GA	
LOC107985910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.094983158	1.277075467	0	2.372058624	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
QSOX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.204416919	0	0	0	0	0	0	0	0	0	0	0	0	1.160706205	2.365123124	TRANSCRIPTOMICS: Gong_32412065	
AFF3	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	1.188909847	0	0	0	0	0	0	0	0	0	0	0	0	0	2.364751083	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Gong_32412065	
HFM1	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.188552487	0	2.364393724	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LINC02051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.093825911	1.268747816	0	2.362573727	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
HBG2	0	0	0	0	0	0	0	0	1.243973456	0	0	0	0	1.114574461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.358547917	PROTEOMICS: Zasada_31445514, TRANSCRIPTOMICS: Fulton_30459472	
HSPA6	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.179861381	0	2.355702618	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
WDR45B	1.261607576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.091386111	0	0	2.352993687	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14, GENOMICS: Ambalavanan_25449221	
CYS1	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	1.175895707	0	0	0	0	0	0	0	0	0	0	0	0	0	2.351736943	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Gong_32412065	
CNR2	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	1.174910667	0	0	0	0	0	0	0	0	0	0	0	0	0	2.350751903	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Gong_32412065	
ZNF683	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.173836239	0	2.349677476	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
WLS	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.173730436	2.349571673	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
PATJ	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17334733	2.349188567	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
CD8A	0	0	0	0	1.175841237	0	0	0	0	0	1.171318055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.347159292	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808	
DEPDC1	0	0	0	0	1.175841237	0	0	0	0	0	1.171317895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.347159132	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808	
SELE	0	0	0	0	1.175841237	0	0	0	0	0	1.171317885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.347159122	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808	
CD5L	0	0	0	0	1.175841237	0	0	0	0	0	1.171317665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.347158902	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808	
BUB1	0	0	0	0	1.175841237	0	0	0	0	0	1.171317625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.347158862	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808	
KMO	0	0	0	0	1.175841237	0	0	0	0	0	1.171317585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.347158822	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808	
IQGAP3	0	0	0	0	1.175841237	0	0	0	0	0	1.171317365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.347158602	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808	
NEK2	0	0	0	0	1.175841237	0	0	0	0	0	1.171317245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.347158482	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808	
RORC	0	0	0	0	1.175841237	0	0	0	0	0	1.171317185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.347158422	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808	
KANK4	0	0	0	0	1.175841237	0	0	0	0	0	1.171317075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.347158312	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808	
FCER1A	0	0	0	0	1.175841237	0	0	0	0	0	1.171317045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.347158282	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808	
SLC44A5	0	0	0	0	1.175841237	0	0	0	0	0	1.171316925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.347158162	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808	
S100A3	0	0	0	0	1.175841237	0	0	0	0	0	1.171316905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.347158142	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808	
ITLN1	0	0	0	0	1.175841237	0	0	0	0	0	1.171316835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.347158072	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Li_26030808	
CLSPN	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171107506	2.346948742	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
UTP25	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16559969	2.341440927	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
FCRL1	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	1.164973729	0	0	0	0	0	0	0	0	0	0	0	0	0	2.340814966	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Gong_32412065	
SPC25	0	0	0	0	0	0	0	0	0	0	1.171317335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.168617343	2.339934678	TRANSCRIPTOMICS: Bharracharya_22723293	
PAX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.083919291	1.253172794	0	2.337092085	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
PLEC	0	0	0	0	0	0	0	1.244419705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.090870141	0	0	2.335289846	PROTEOMICS: Ahmed_37839510, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
POU2AF1	0	0	0	0	0	0	0	0	0	0	1.171317225	0	0	0	1.163332346	0	0	0	0	0	0	0	0	0	0	0	0	0	2.334649571	TRANSCRIPTOMICS: Bharracharya_22723293	
ITIH3	0	0	0	0	0	0	0	0	1.243973436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.090612156	0	0	2.334585593	PROTEOMICS: Zasada_31445514, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14	
SCMH1	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.158467382	2.334308618	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
AGMAT	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.155847525	2.331688761	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
MBOAT2	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15500915	0	0	0	0	0	0	0	2.330850387	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
TRAF3IP3	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15315173	0	0	0	0	0	0	0	2.328992966	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
POMC	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.152034548	2.327875784	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
LY9	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.151913449	0	0	0	0	0	0	0	2.327754686	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
FRRS1	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150201304	0	0	0	0	0	0	0	0	2.326042541	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day28, GENOMICS: Li_26030808	
CMPK2	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14746584	2.323307077	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
NTNG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15542191	0	0	0	0	0	0	1.167251323	2.322673233	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
TOP2A	0	0	0	0	0	0	0	0	0	0	1.171317295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.150077117	2.321394412	TRANSCRIPTOMICS: Bharracharya_22723293	
SH3YL1	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.144741732	2.320582969	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
CKAP2L	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.144063461	2.319904698	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
TBCE	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14373153	2.319572767	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
GABPB2	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.143567333	2.31940857	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
TRAF5	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.142295048	2.318136285	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
ATAD3B	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.141685534	2.317526771	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
TRIB2	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.139547489	2.315388726	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
CLCA1	0	0	0	1.138967045	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.314808282	GENOMICS: Li_26030808	
PSME4	0	0	0	1.138967035	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.314808272	GENOMICS: Li_26030808	
ERLEC1	0	0	0	1.138966965	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.314808202	GENOMICS: Li_26030808	
GPR75	0	0	0	1.138966955	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.314808192	GENOMICS: Li_26030808	
ASB3	0	0	0	1.138966945	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.314808182	GENOMICS: Li_26030808	
AKR7A3	0	0	0	1.138966915	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.314808152	GENOMICS: Li_26030808	
TRIM46	0	0	0	1.138966835	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.314808072	GENOMICS: Li_26030808	
NCMAP	0	0	0	1.138966635	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.314807872	GENOMICS: Li_26030808	
C1orf50	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.136447784	2.312289021	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
RTKN2	0	0	0	0	0	0	0	0	0	0	1.171317145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.140517115	2.31183426	TRANSCRIPTOMICS: Bharracharya_22723293	
JUN	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	1.135830842	0	0	0	0	0	0	0	0	0	0	0	0	0	2.311672079	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Gong_32412065	
NCAPH	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.134626326	2.310467562	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
BPIFB1	0	0	0	1.138966625	0	0	0	0	0	0	1.171318255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31028488	TRANSCRIPTOMICS: Bharracharya_22723293, GENOMICS: Hamvas_30342483	
CR2	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	1.134249062	0	0	0	0	0	0	0	0	0	0	0	0	0	2.310090299	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Gong_32412065	
POLR3C	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.134227657	2.310068894	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
BCL11A	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	1.133492156	0	0	0	0	0	0	0	0	0	0	0	0	0	2.309333393	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Gong_32412065	
BEND5	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	1.130022187	0	0	0	0	0	0	0	0	0	0	0	0	0	2.305863424	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Gong_32412065	
CENPF	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.129979096	2.305820333	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
C2orf42	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.128539907	2.304381144	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
LAX1	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.128299051	2.304140288	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
BIN1	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.127948825	2.303790061	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
SCNM1	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.127075628	2.302916864	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
KIF2C	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.125603903	2.301445139	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
DNAJC16	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.125432554	2.30127379	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
MGAT4A	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	1.125381616	0	0	0	0	0	0	0	0	0	0	2.301222852	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Pietrzyk_24194948_down_day28	
TNFRSF9	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.125182679	2.301023915	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
DTL	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12463103	2.300472266	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
NRXN1	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.124555614	2.300396851	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
IFI44L	0	0	0	0	1.175841237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.124407199	2.300248436	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
