Mouse Genes,Human Ortholog Symbol
Itih3,ENSG00000162267
Mfsd2b,ENSG00000205639
Ttc8,ENSG00000165533
Ltv1,ENSG00000135521
Bach2,ENSG00000112182
Nr3c2,ENSG00000151623
Apold1,ENSG00000178878
Myh11,ENSG00000133392
Podxl,ENSG00000128567
Ppp1r9b,ENSG00000108819
Npas3,ENSG00000151322
Bspry,ENSG00000119411
Slc25a24,ENSG00000085491
4933426M11Rik,ENSG00000100647
Ica1,ENSG00000003147
Rexo4,ENSG00000148300
Pigp,ENSG00000185808
Scn2a1,ENSG00000136531
Gpsm2,ENSG00000121957
Tbc1d10b,ENSG00000169221
Pan2,ENSG00000240857
Pth1r,ENSG00000160801
Tmem194b,ENSG00000189362
Pstk,ENSG00000179988
Olfml2b,ENSG00000162745
Tcof1,ENSG00000070814
Pddc1,ENSG00000177225
Trip4,ENSG00000103671
Gcc2,ENSG00000135968
Lcp2,ENSG00000043462
Lsm14b,ENSG00000149657
Fli1,ENSG00000151702
Ppm1e,ENSG00000175175
Ikbkg,ENSG00000269335
Eml1,ENSG00000066629
Cpne8,ENSG00000139117
C1qtnf7,ENSG00000163145
Psmc2,ENSG00000161057
Pde10a,ENSG00000112541
Nfam1,ENSG00000235568
Pdzrn4,ENSG00000165966
Fopnl,ENSG00000133393
Zfp64,ENSG00000020256
Dnm1l,ENSG00000087470
Pou2f2,ENSG00000028277
Fgf11,ENSG00000161958
Pacrgl,ENSG00000163138
Slc22a4,ENSG00000197208
Kmt2a,ENSG00000118058
Mansc1,ENSG00000111261
Zfp606,ENSG00000166704
Gnb4,ENSG00000114450
Stx11,ENSG00000135604
Vbp1,ENSG00000155959
Nkx2-1,ENSG00000136352
Sbno2,ENSG00000064932
Prss12,ENSG00000164099
Prr3,ENSG00000204576
Irf2bp2,ENSG00000168264
Nup62cl,ENSG00000198088
Rilpl2,ENSG00000150977
Smim3,ENSG00000256235
Selenbp2,ENSG00000143416
Syne4,ENSG00000181392
Pnpt1,ENSG00000138035
Mamdc2,ENSG00000165072
Abcd2,ENSG00000173208
Eif5a2,ENSG00000163577
Pcnxl3,ENSG00000197136
Myd88,ENSG00000172936
Igsf8,ENSG00000162729
Ints12,ENSG00000138785
Dner,ENSG00000187957
B4galt3,ENSG00000158850
Cthrc1,ENSG00000164932
Phf23,ENSG00000040633
Tceanc2,ENSG00000116205
Taf1a,ENSG00000143498
4931414P19Rik,ENSG00000100802
Lrrn4,ENSG00000125872
Foxl1,ENSG00000176678
Evi2b,ENSG00000185862
Myoz3,ENSG00000164591
Pde3a,ENSG00000172572
Ralgapa1,ENSG00000174373
Cd244,ENSG00000122223
Il34,ENSG00000157368
Surf2,ENSG00000148291
Sco2,ENSG00000284194
Tecpr1,ENSG00000205356
Rtp3,ENSG00000163825
Tbccd1,ENSG00000113838
Glis2,ENSG00000126603
Cacna1d,ENSG00000157388
Glrx,ENSG00000173221
Eps8l1,ENSG00000131037
Sptbn2,ENSG00000173898
2810403A07Rik,ENSG00000132680
Zc3h3,ENSG00000014164
Epha7,ENSG00000135333
Tbx18,ENSG00000112837
Vps4b,ENSG00000119541
Neil3,ENSG00000109674
Axin1,ENSG00000103126
Sae1,ENSG00000142230
Lekr1,ENSG00000197980
Ccr2,ENSG00000121807
Lmcd1,ENSG00000071282
Fgf18,ENSG00000156427
Aars2,ENSG00000124608
Gigyf2,ENSG00000204120
Lama5,ENSG00000130702
AI317395,ENSG00000173214
Dcbld1,ENSG00000164465
Meis3,ENSG00000105419
Nat14,ENSG00000090971
Adat2,ENSG00000189007
Gpr176,ENSG00000166073
Trrap,ENSG00000196367
Slc25a28,ENSG00000155287
Cpsf6,ENSG00000111605
Ky,ENSG00000174611
Zfp146,ENSG00000167635
Myo3b,ENSG00000071909
Higd2a,ENSG00000146066
Whrn,ENSG00000095397
Mmp19,ENSG00000123342
Dot1l,ENSG00000104885
Nelfcd,ENSG00000101158
Slc9a2,ENSG00000115616
Fstl3,ENSG00000070404
Sost,ENSG00000167941
Vsnl1,ENSG00000163032
Sf3a2,ENSG00000104897
Nubpl,ENSG00000151413
Hoxd8,ENSG00000175879
Slc12a9,ENSG00000146828
Rftn1,ENSG00000131378
Snrnp70,ENSG00000104852
Exoc7,ENSG00000182473
Xpo6,ENSG00000169180
Pax5,ENSG00000196092
Atp6v1f,ENSG00000128524
Ablim2,ENSG00000163995
Prune2,ENSG00000106772
Aida,ENSG00000186063
Taf1b,ENSG00000115750
Vpreb3,ENSG00000128218
Appl1,ENSG00000157500
Dcaf17,ENSG00000115827
Ostm1,ENSG00000081087
Suv39h2,ENSG00000152455
Fmo3,ENSG00000007933
2510009E07Rik,ENSG00000187068
Men1,ENSG00000133895
Rab3il1,ENSG00000167994
Plekhg3,ENSG00000126822
Steap1,ENSG00000164647
Tnfrsf21,ENSG00000146072
Efcab4b,ENSG00000130038
St3gal6,ENSG00000064225
Slc2a1,ENSG00000117394
Sh3bp2,ENSG00000087266
Ddx3y,ENSG00000067048
Msln,ENSG00000102854
Bub1b,ENSG00000156970
Gm7120,ENSG00000151881
Casp8,ENSG00000064012
Cox7a1,ENSG00000161281
Hspa12b,ENSG00000132622
Pcnt,ENSG00000160299
Arl8a,ENSG00000143862
Serpind1,ENSG00000099937
Ier5,ENSG00000162783
Csf1,ENSG00000184371
Pla2g4f,ENSG00000168907
Fam107b,ENSG00000065809
Srsf9,ENSG00000111786
Dynlt1a,ENSG00000146425
Pet112,ENSG00000059691
Syn3,ENSG00000185666
Ikbkap,ENSG00000070061
Suclg1,ENSG00000163541
Plac9a,ENSG00000189129
Zbtb6,ENSG00000186130
Tmem258,ENSG00000134825
Zmat1,ENSG00000166432
Slc29a2,ENSG00000174669
Fgf9,ENSG00000102678
Cilp,ENSG00000138615
Masp1,ENSG00000127241
Spdya,ENSG00000163806
Yeats2,ENSG00000163872
Cul2,ENSG00000108094
Cnbd2,ENSG00000149646
Palmd,ENSG00000099260
Tmem110,ENSG00000213533
Bcl7a,ENSG00000110987
Otud5,ENSG00000068308
Vegfc,ENSG00000150630
Ankrd54,ENSG00000100124
Cdc42se1,ENSG00000197622
Nsun5,ENSG00000130305
Rhobtb1,ENSG00000072422
Rgag1,ENSG00000243978
Tmem45a,ENSG00000181458
Havcr2,ENSG00000135077
Slco3a1,ENSG00000176463
Khnyn,ENSG00000100441
Brpf3,ENSG00000096070
Tab2,ENSG00000055208
Adprh,ENSG00000144843
Arsi,ENSG00000183876
Clcn4-2,ENSG00000073464
Usp10,ENSG00000103194
Ccdc89,ENSG00000179071
Tmem25,ENSG00000149582
Vipr1,ENSG00000114812
Adcy4,ENSG00000129467
Slc6a2,ENSG00000103546
Creb3l1,ENSG00000157613
Unc5b,ENSG00000107731
Nov,ENSG00000114554
Iffo1,ENSG00000010295
Scin,ENSG00000006747
Rnf152,ENSG00000176641
Recql,ENSG00000004700
Ocln,ENSG00000197822
Mettl9,ENSG00000197006
Spib,ENSG00000269404
Alox5,ENSG00000012779
Suv420h2,ENSG00000133247
Prr12,ENSG00000126464
Mn1,ENSG00000169184
Gatm,ENSG00000171766
Slc5a8,ENSG00000256870
Nptxr,ENSG00000221890
Ccdc9,ENSG00000105321
Cep290,ENSG00000198707
Sync,ENSG00000162520
Gins3,ENSG00000181938
Cxxc4,ENSG00000168772
Nr1h2,ENSG00000131408
Basp1,ENSG00000176788
Polrmt,ENSG00000099821
Dusp26,ENSG00000133878
Vps35,ENSG00000069329
Abcc5,ENSG00000114770
Hdac4,ENSG00000068024
Degs2,ENSG00000168350
Ntrk3,ENSG00000140538
Frat1,ENSG00000165879
Entpd7,ENSG00000198018
Zfp110,ENSG00000171606
Tmem255a,ENSG00000125355
Ap5s1,ENSG00000125843
Jmjd7,ENSG00000243789
4930579G24Rik,ENSG00000205208
Bin2,ENSG00000110934
Plekhj1,ENSG00000104886
Snx10,ENSG00000086300
Numbl,ENSG00000105245
AA987161,ENSG00000213799
Slc41a3,ENSG00000114544
Slc23a2,ENSG00000170482
Il2rg,ENSG00000147168
Sh3d21,ENSG00000214193
Fbxo34,ENSG00000178974
Nrxn1,ENSG00000179915
Snx15,ENSG00000110025
Fbxl2,ENSG00000153558
Fam132b,ENSG00000178752
Mgl2,ENSG00000132514
Tmem66,ENSG00000133872
Mfsd6,ENSG00000151690
H1fx,ENSG00000184897
Exo1,ENSG00000174371
P2rx7,ENSG00000089041
Sh3bp5,ENSG00000131370
Angptl4,ENSG00000167772
Nr2c1,ENSG00000120798
3425401B19Rik,ENSG00000177354
Nudt7,ENSG00000140876
Gfer,ENSG00000127554
Dab1,ENSG00000173406
Scaf1,ENSG00000126461
Tmprss4,ENSG00000137648
Usp19,ENSG00000172046
Sox12,ENSG00000177732
Arhgef38,ENSG00000236699
Dnah17,ENSG00000187775
Pik3c2g,ENSG00000139144
Slc16a3,ENSG00000141526
Msh6,ENSG00000116062
Mex3d,ENSG00000181588
Egr2,ENSG00000122877
Gpr65,ENSG00000140030
Stau2,ENSG00000040341
Steap3,ENSG00000115107
Sobp,ENSG00000112320
Mfsd1,ENSG00000118855
2310036O22Rik,ENSG00000123144
Cib2,ENSG00000136425
Il5ra,ENSG00000091181
Efs,ENSG00000100842
Macrod1,ENSG00000133315
Selp,ENSG00000250722
Unc5c,ENSG00000182168
Fam199x,ENSG00000123575
4932411E22Rik,ENSG00000153930
Rnf113a1,ENSG00000125352
Inppl1,ENSG00000165458
Ankrd34b,ENSG00000189127
Hadhb,ENSG00000138029
Pop4,ENSG00000105171
Kcnk3,ENSG00000171303
Mgam,ENSG00000257335
Galnt5,ENSG00000136542
Lcmt1,ENSG00000205629
Glul,ENSG00000135821
Rnf5,ENSG00000204308
Nipal4,ENSG00000172548
Slc19a3,ENSG00000135917
Ubox5,ENSG00000185019
0610007P14Rik,ENSG00000133935
Cd79a,ENSG00000105369
Wnt5a,ENSG00000114251
Ociad1,ENSG00000109180
Kdm6a,ENSG00000147050
Btg2,ENSG00000159388
Fam49a,ENSG00000197872
Snx6,ENSG00000129515
Tomt,ENSG00000284844
Skp1a,ENSG00000113558
Cdkn1c,ENSG00000129757
Cd53,ENSG00000143119
Nod1,ENSG00000106100
Il17ra,ENSG00000177663
Ranbp10,ENSG00000141084
Cdh8,ENSG00000150394
Snrnp48,ENSG00000168566
Mum1l1,ENSG00000157502
Ankrd27,ENSG00000105186
Zfp37,ENSG00000136866
Mest,ENSG00000106484
Zfp423,ENSG00000102935
Rhbdl3,ENSG00000141314
Lmtk3,ENSG00000142235
Setd8,ENSG00000183955
Sytl2,ENSG00000137501
Bcl2a1b,ENSG00000140379
Slc30a6,ENSG00000152683
Neurl3,ENSG00000163121
Mrps16,ENSG00000182180
Sstr2,ENSG00000180616
4930578C19Rik,ENSG00000147113
Larp1,ENSG00000155506
Nt5dc1,ENSG00000178425
Sema4d,ENSG00000187764
Pabpn1,ENSG00000100836
Slc25a34,ENSG00000162461
Lsm8,ENSG00000128534
Tmem140,ENSG00000146859
Yipf2,ENSG00000130733
Trabd2b,ENSG00000269113
Nme3,ENSG00000103024
Crebzf,ENSG00000137504
Itga8,ENSG00000077943
C130074G19Rik,ENSG00000162817
Clk2,ENSG00000176444
Tmem254a,ENSG00000133678
Mgat5,ENSG00000152127
Wnk4,ENSG00000126562
Ncbp2,ENSG00000114503
Ak5,ENSG00000154027
Slc2a9,ENSG00000109667
Slc9a3r1,ENSG00000109062
Alas2,ENSG00000158578
Ilvbl,ENSG00000105135
Sec22c,ENSG00000093183
Sptb,ENSG00000070182
Vamp3,ENSG00000049245
2210016L21Rik,ENSG00000157895
Glb1l2,ENSG00000149328
Nxpe4,ENSG00000137634
Hspb2,ENSG00000170276
Kcnc3,ENSG00000131398
Cntrl,ENSG00000119397
Wdr35,ENSG00000118965
Rgs16,ENSG00000143333
Slc17a9,ENSG00000101194
Rad9b,ENSG00000151164
Ppp1r3b,ENSG00000173281
Foxc1,ENSG00000054598
Drosha,ENSG00000113360
Cep44,ENSG00000164118
Rhou,ENSG00000116574
Baz2a,ENSG00000076108
Polr1d,ENSG00000186184
AI846148,ENSG00000168005
Gzma,ENSG00000145649
Cyp4f39,ENSG00000171954
Ermap,ENSG00000164010
Tm9sf2,ENSG00000125304
Pank2,ENSG00000125779
Mboat7,ENSG00000125505
Atg9a,ENSG00000198925
Peo1,ENSG00000107815
Bora,ENSG00000136122
Asic1,ENSG00000110881
Fundc2,ENSG00000165775
Abcb1b,ENSG00000085563
Sgsm3,ENSG00000100359
Srpx,ENSG00000101955
Brpf1,ENSG00000156983
Snx8,ENSG00000106266
Nme9,ENSG00000181322
Acad11,ENSG00000240303
Bcl2,ENSG00000171791
Pter,ENSG00000165983
Atxn2l,ENSG00000168488
Slc35a3,ENSG00000117620
Ccar2,ENSG00000158941
Oas1c,ENSG00000089127
Ndufa13,ENSG00000186010
Ston2,ENSG00000140022
Spns2,ENSG00000183018
Ksr1,ENSG00000141068
3010026O09Rik,ENSG00000161010
Hemk1,ENSG00000114735
Zfp346,ENSG00000113761
Per2,ENSG00000132326
Tial1,ENSG00000151923
P2ry14,ENSG00000174944
Rab18,ENSG00000099246
Gjb2,ENSG00000165474
Cklf,ENSG00000217555
Mapre1,ENSG00000101367
Zfp65,ENSG00000010539
BC017158,ENSG00000140688
Pom121,ENSG00000272391
Mppe1,ENSG00000154889
Rnf144a,ENSG00000151692
Marveld3,ENSG00000140832
Dnajc4,ENSG00000110011
Slc25a22,ENSG00000177542
Clec7a,ENSG00000172243
Capn5,ENSG00000149260
Ms4a4b,ENSG00000110079
Tbk1,ENSG00000183735
Lilra5,ENSG00000187116
Oas3,ENSG00000111331
Metrnl,ENSG00000176845
Dpp7,ENSG00000176978
Chpt1,ENSG00000111666
Cep152,ENSG00000103995
Pi16,ENSG00000164530
Sesn2,ENSG00000130766
Car9,ENSG00000107159
Plcd3,ENSG00000161714
Skap1,ENSG00000141293
Synpo2,ENSG00000172403
Syt15,ENSG00000204176
Kptn,ENSG00000118162
Phf11c,ENSG00000136147
Sytl1,ENSG00000142765
Sema6b,ENSG00000167680
Pgc,ENSG00000096088
Casp2,ENSG00000106144
Ifitm10,ENSG00000244242
Lnx1,ENSG00000072201
Arhgap8,ENSG00000241484
Zfp612,ENSG00000167377
Rab3c,ENSG00000152932
Ces2e,ENSG00000172831
Nploc4,ENSG00000182446
Mkx,ENSG00000150051
Cep55,ENSG00000138180
Dennd5b,ENSG00000170456
Arhgef6,ENSG00000129675
Dis3l2,ENSG00000144535
Lacc1,ENSG00000179630
Fam193b,ENSG00000146067
Fam13a,ENSG00000138640
Slc35c1,ENSG00000181830
Limd2,ENSG00000136490
Tmem173,ENSG00000184584
Plxna3,ENSG00000130827
Pdap1,ENSG00000106244
Dmxl2,ENSG00000104093
Zfp467,ENSG00000181444
Haus2,ENSG00000137814
Ate1,ENSG00000107669
Khsrp,ENSG00000088247
Pirb,ENSG00000244482
Mccc1,ENSG00000078070
Znf512b,ENSG00000196700
Azin1,ENSG00000155096
Ric8,ENSG00000177963
Ecscr,ENSG00000249751
Frk,ENSG00000111816
Nedd4l,ENSG00000049759
Pltp,ENSG00000100979
Slc24a3,ENSG00000185052
Nes,ENSG00000132688
Mmrn1,ENSG00000138722
Gpx4,ENSG00000167468
Wfdc13,ENSG00000168634
Axin2,ENSG00000168646
Ogfrl1,ENSG00000119900
Ankle1,ENSG00000160117
Cox18,ENSG00000163626
Zfp219,ENSG00000165804
Cd34,ENSG00000174059
Fzd10,ENSG00000111432
Igf2bp2,ENSG00000073792
Dpp9,ENSG00000142002
She,ENSG00000169291
Hrsp12,ENSG00000132541
Filip1,ENSG00000118407
Srrm2,ENSG00000167978
Plcd1,ENSG00000187091
Crtc2,ENSG00000160741
Tubb2b,ENSG00000137285
Ikzf2,ENSG00000030419
Spata6,ENSG00000132122
Kifap3,ENSG00000075945
H2afz,ENSG00000164032
Acot6,ENSG00000205669
Pde2a,ENSG00000186642
Ccnh,ENSG00000134480
Endod1,ENSG00000149218
Ubr2,ENSG00000024048
Aifm2,ENSG00000042286
Immp1l,ENSG00000148950
Atxn2,ENSG00000204842
Tril,ENSG00000255690
Sumf1,ENSG00000144455
St3gal2,ENSG00000157350
C1ra,ENSG00000159403
Usp36,ENSG00000055483
Cys1,ENSG00000205795
Slfn2,ENSG00000172123
Pagr1a,ENSG00000280789
Nlrc3,ENSG00000167984
Pcdhga2,ENSG00000081853
Tmtc4,ENSG00000125247
Pctp,ENSG00000141179
Mepce,ENSG00000146834
Lss,ENSG00000160285
Ssx2ip,ENSG00000117155
Ddx39b,ENSG00000198563
Plagl2,ENSG00000126003
Nfyb,ENSG00000120837
Cndp2,ENSG00000133313
Cxcl12,ENSG00000107562
Trpt1,ENSG00000149743
Gk5,ENSG00000175066
Usp42,ENSG00000106346
Mcat,ENSG00000100294
Gnptab,ENSG00000111670
Dact3,ENSG00000197380
Exoc1,ENSG00000090989
Mpp7,ENSG00000150054
Pnpla2,ENSG00000177666
Acvr1,ENSG00000115170
Nfkbib,ENSG00000104825
Entpd4,ENSG00000197217
Sned1,ENSG00000162804
Irf2,ENSG00000168310
Plcb3,ENSG00000149782
Gpr161,ENSG00000143147
Trim26,ENSG00000234127
Wdr45,ENSG00000196998
Scn7a,ENSG00000136546
Cxcl5,ENSG00000124875
Panx1,ENSG00000110218
Prelid2,ENSG00000186314
Klrc1,ENSG00000134545
Pitpnc1,ENSG00000154217
Upf3b,ENSG00000125351
Prr14,ENSG00000156858
Slpi,ENSG00000124107
Skil,ENSG00000136603
Cyba,ENSG00000051523
Pi4kb,ENSG00000143393
Mfap3l,ENSG00000198948
Plat,ENSG00000104368
Itfg2,ENSG00000111203
Zfp414,ENSG00000133250
Dhrs7c,ENSG00000184544
Lars,ENSG00000133706
Card11,ENSG00000198286
Sart3,ENSG00000075856
Mms22l,ENSG00000146263
Rtn4,ENSG00000115310
Lhb,ENSG00000268655
Sdcbp2,ENSG00000125775
Smap2,ENSG00000084070
Lnx2,ENSG00000139517
Nlrc5,ENSG00000140853
Adamtsl5,ENSG00000185761
Cyth2,ENSG00000105443
Pgap3,ENSG00000161395
Pla2r1,ENSG00000153246
Mfsd8,ENSG00000164073
Lrrcc1,ENSG00000133739
Eif3m,ENSG00000149100
9030624J02Rik,ENSG00000103544
H6pd,ENSG00000049239
Ncapd2,ENSG00000010292
Cdnf,ENSG00000185267
Polr1c,ENSG00000171453
Serpinf1,ENSG00000132386
Lin7a,ENSG00000111052
Slc39a14,ENSG00000104635
Yy1,ENSG00000100811
P4ha3,ENSG00000149380
Hap1,ENSG00000100823
F5,ENSG00000198734
Rxrb,ENSG00000204231
Loxl2,ENSG00000134013
Slc16a13,ENSG00000174327
Zfp947,ENSG00000196378
Tnrc6c,ENSG00000078687
Camta2,ENSG00000108509
Hpca,ENSG00000121905
Thop1,ENSG00000172009
Camk1g,ENSG00000008118
Lipg,ENSG00000101670
Cnp,ENSG00000173786
Susd2,ENSG00000099994
Tmem9,ENSG00000116857
Ttll11,ENSG00000175764
2310061I04Rik,ENSG00000204564
Agtr1a,ENSG00000144891
Zfp182,ENSG00000147118
Cysltr1,ENSG00000173198
Otud3,ENSG00000169914
Scimp,ENSG00000161929
Ccny,ENSG00000108100
Med24,ENSG00000008838
Mb,ENSG00000198125
Ank,ENSG00000154122
Manba,ENSG00000109323
Palb2,ENSG00000083093
Tmem179b,ENSG00000185475
Ass1,ENSG00000130707
Higd1a,ENSG00000181061
Phykpl,ENSG00000175309
Ric3,ENSG00000166405
Prkra,ENSG00000180228
Sh3glb1,ENSG00000097033
Fam220a,ENSG00000178397
Fam26e,ENSG00000178033
Dock5,ENSG00000147459
Entpd3,ENSG00000168032
Rassf3,ENSG00000153179
Rab11a,ENSG00000103769
Rbmx2,ENSG00000134597
Grem2,ENSG00000180875
Gngt2,ENSG00000167083
Ppp5c,ENSG00000011485
Ptafr,ENSG00000169403
Dydc2,ENSG00000133665
Mfsd4,ENSG00000174514
Srgap1,ENSG00000196935
Msrb1,ENSG00000198736
Tsr1,ENSG00000167721
Ssbp4,ENSG00000130511
Mylk3,ENSG00000140795
Dnajb1,ENSG00000132002
Ndufb7,ENSG00000099795
Wdr37,ENSG00000047056
Hoxb4,ENSG00000182742
Syt9,ENSG00000170743
Rhbdd3,ENSG00000100263
Lzts2,ENSG00000107816
Cpb1,ENSG00000153002
Ndufs5,ENSG00000168653
Tnip2,ENSG00000168884
Plekho1,ENSG00000023902
Errfi1,ENSG00000116285
Arntl2,ENSG00000029153
Rara,ENSG00000131759
Dennd2a,ENSG00000146966
Fbxl16,ENSG00000127585
Gnptg,ENSG00000090581
Oip5,ENSG00000104147
Mmp28,ENSG00000271447
St8sia2,ENSG00000140557
Ubn2,ENSG00000157741
Tnpo2,ENSG00000105576
2900026A02Rik,ENSG00000197077
Ermp1,ENSG00000099219
Nacad,ENSG00000136274
Xxylt1,ENSG00000173950
Mttp,ENSG00000138823
Zbtb46,ENSG00000130584
Ccnl1,ENSG00000163660
Zfp870,ENSG00000223547
Pla2g4b,ENSG00000243708
Slc8b1,ENSG00000089060
Sec11a,ENSG00000140612
Itpkc,ENSG00000086544
Rpgrip1l,ENSG00000103494
Gpbp1l1,ENSG00000159592
Eva1a,ENSG00000115363
Ada,ENSG00000196839
Hdc,ENSG00000140287
Orai1,ENSG00000276045
Sec24a,ENSG00000113615
Pfkfb4,ENSG00000114268
Noc2l,ENSG00000188976
Mrpl3,ENSG00000114686
Ovol1,ENSG00000172818
Aqp9,ENSG00000103569
Armc1,ENSG00000104442
Phldb2,ENSG00000144824
Atic,ENSG00000138363
Bicd1,ENSG00000151746
2700029M09Rik,ENSG00000056050
Nrarp,ENSG00000198435
Pbx2,ENSG00000204304
Aplnr,ENSG00000134817
Mtif3,ENSG00000122033
Wdhd1,ENSG00000198554
Foxj2,ENSG00000065970
Brdt,ENSG00000137948
Bend3,ENSG00000178409
Med19,ENSG00000156603
Amph,ENSG00000078053
Map3k7,ENSG00000135341
Hinfp,ENSG00000172273
Tlcd1,ENSG00000160606
Asun,ENSG00000064102
Ptpn3,ENSG00000070159
Pira11,ENSG00000244482
Dysf,ENSG00000135636
Csrnp1,ENSG00000144655
Prr7,ENSG00000131188
Aspa,ENSG00000108381
Sox7,ENSG00000171056
Ubfd1,ENSG00000103353
Thnsl2,ENSG00000144115
Ptpn1,ENSG00000196396
BC005764,ENSG00000129951
Ccar1,ENSG00000060339
Ppapdc1b,ENSG00000147535
Dnajb9,ENSG00000128590
Ttc30b,ENSG00000196659
Slc15a1,ENSG00000088386
Pik3cb,ENSG00000051382
Plekhg6,ENSG00000008323
Phospho1,ENSG00000173868
Tmem64,ENSG00000180694
Trmt12,ENSG00000183665
N4bp3,ENSG00000145911
Peg12,ENSG00000165879
Dph3,ENSG00000154813
Anxa1,ENSG00000135046
Syt7,ENSG00000011347
Cyp2d22,ENSG00000100197
Cnot3,ENSG00000088038
Ovol2,ENSG00000125850
Cpsf4,ENSG00000160917
Vps51,ENSG00000149823
Prkar2b,ENSG00000005249
Adamts6,ENSG00000049192
Krt7,ENSG00000135480
Cpeb1,ENSG00000214575
Zfp318,ENSG00000171467
Map4,ENSG00000047849
Uqcc1,ENSG00000101019
Gprasp1,ENSG00000198932
Cdk16,ENSG00000102225
Bmp5,ENSG00000112175
Prickle1,ENSG00000139174
Pomt1,ENSG00000130714
Taf1c,ENSG00000103168
Cecr2,ENSG00000099954
Tmc4,ENSG00000167608
Fam53a,ENSG00000174137
Ccdc88a,ENSG00000115355
Hba-a1,ENSG00000206172
Ptpn2,ENSG00000175354
Pelp1,ENSG00000141456
Nat2,ENSG00000171428
Ubald2,ENSG00000185262
Trim23,ENSG00000113595
Cald1,ENSG00000122786
Usp48,ENSG00000090686
Cog2,ENSG00000135775
Zswim4,ENSG00000132003
Isyna1,ENSG00000105655
Cd96,ENSG00000153283
Itih4,ENSG00000055955
E130309D02Rik,ENSG00000146576
Pigk,ENSG00000142892
Rbbp4,ENSG00000162521
Usp27x,ENSG00000273820
Cables2,ENSG00000149679
Orc3,ENSG00000135336
Naprt1,ENSG00000147813
Tmcc3,ENSG00000057704
Golim4,ENSG00000173905
Mycl,ENSG00000116990
0610040J01Rik,ENSG00000154274
Apobec1,ENSG00000111701
Lmnb1,ENSG00000113368
Entpd6,ENSG00000197586
Alox15,ENSG00000161905
Hkdc1,ENSG00000156510
Kcnq1,ENSG00000053918
Ctif,ENSG00000134030
Amd2,ENSG00000123505
Zfp654,ENSG00000175105
Arhgap10,ENSG00000071205
Tubb6,ENSG00000176014
Tie1,ENSG00000066056
Dusp7,ENSG00000164086
Fbxw5,ENSG00000159069
Acvr2b,ENSG00000114739
Hadha,ENSG00000084754
Zfp865,ENSG00000261221
Usb1,ENSG00000103005
Rapgef5,ENSG00000136237
Ppbp,ENSG00000163736
Chrnb2,ENSG00000160716
Lrat,ENSG00000121207
Cngb1,ENSG00000070729
Mex3a,ENSG00000254726
Ddx52,ENSG00000278053
Nrip3,ENSG00000175352
Sft2d3,ENSG00000173349
Arl5a,ENSG00000162980
Gpx3,ENSG00000211445
Amn1,ENSG00000151743
Cd177,ENSG00000204936
Klhl2,ENSG00000109466
Lgals1,ENSG00000100097
Icos,ENSG00000163600
Schip1,ENSG00000151967
Akr1b3,ENSG00000085662
Mif4gd,ENSG00000125457
Pcmtd1,ENSG00000168300
Vdac3,ENSG00000078668
Dr1,ENSG00000117505
Dnaic1,ENSG00000122735
Plcxd2,ENSG00000240891
Vprbp,ENSG00000145041
Isy1,ENSG00000240682
Elavl2,ENSG00000107105
Gigyf1,ENSG00000146830
Syt6,ENSG00000134207
Tmem56,ENSG00000152078
Wnt9a,ENSG00000143816
Rarg,ENSG00000172819
Zfp651,ENSG00000114853
Glud1,ENSG00000148672
Zfp189,ENSG00000136870
Asf1b,ENSG00000105011
Fam32a,ENSG00000105058
Osgin2,ENSG00000164823
Scg3,ENSG00000104112
Tcp11,ENSG00000124678
Mark3,ENSG00000075413
Rgl2,ENSG00000237441
4430402I18Rik,ENSG00000106686
Car11,ENSG00000063180
Ttc26,ENSG00000105948
Ctsk,ENSG00000143387
Abtb1,ENSG00000114626
Slc46a1,ENSG00000076351
Ccl28,ENSG00000151882
Jkamp,ENSG00000050130
Fmod,ENSG00000122176
Incenp,ENSG00000149503
Kras,ENSG00000133703
Dbi,ENSG00000155368
Kcnj2,ENSG00000123700
Bcorl1,ENSG00000085185
Oaf,ENSG00000184232
Crem,ENSG00000095794
Reep1,ENSG00000068615
Lyar,ENSG00000145220
Cdk5r1,ENSG00000176749
Ap3d1,ENSG00000065000
Sidt2,ENSG00000149577
Anapc13,ENSG00000129055
Gimap4,ENSG00000133574
Chst8,ENSG00000124302
Surf6,ENSG00000148296
Ankrd13b,ENSG00000198720
Adi1,ENSG00000182551
Aagab,ENSG00000103591
Rap2b,ENSG00000181467
Dgkb,ENSG00000136267
Gpr155,ENSG00000163328
Herpud1,ENSG00000051108
Mafb,ENSG00000204103
3110062M04Rik,ENSG00000122783
Nfe2,ENSG00000123405
Jmjd6,ENSG00000070495
Gadd45g,ENSG00000130222
Hist1h2ao,ENSG00000278463
Cenpt,ENSG00000102901
Ttc27,ENSG00000018699
Msto1,ENSG00000125459
Zfp667,ENSG00000198046
Atpif1,ENSG00000130770
Mapk8,ENSG00000107643
Emc2,ENSG00000104412
Myl9,ENSG00000101335
Dtx3,ENSG00000178498
Swap70,ENSG00000133789
Tk1,ENSG00000167900
Smad7,ENSG00000101665
Thy1,ENSG00000154096
Pxn,ENSG00000089159
Pla2g7,ENSG00000146070
Aurkb,ENSG00000178999
Hs3st6,ENSG00000162040
Sema7a,ENSG00000138623
Serpina3c,ENSG00000196136
Cox6a1,ENSG00000111775
Cd81,ENSG00000110651
Dusp2,ENSG00000158050
Vegfa,ENSG00000112715
