Gene_symbol;NAME;Foldchange NOXvsHYX;Pvalue NOXvsHYX;FDR NOXvsHYX
4930433N12Rik;RIKEN cDNA 4930433N12 gene;-2,860315742;3,70E-07;3,71E-06
4930444F02Rik;RIKEN cDNA 4930444F02 gene;2,357652496;8,01E-05;0,000457391
4930444P10Rik;RIKEN cDNA 4930444P10 gene;2,837512636;0,001505639;0,005924441
4930451C15Rik;NA;1,367099714;0,130847622;0,23439472
4930451G09Rik;RIKEN cDNA 4930451G09 gene;-1,77739558;0,001802365;0,006919439
4930452B06Rik;RIKEN cDNA 4930452B06 gene;-2,152021632;1,83E-10;3,38E-09
4930453N24Rik;RIKEN cDNA 4930453N24 gene;1,053884946;0,454660316;0,593461809
4930470H14Rik;RIKEN cDNA 4930470H14 gene;-1,058503427;0,614076553;0,731359194
4930481A15Rik;RIKEN cDNA 4930481A15 gene;-1,636182437;0,008014697;0,024482971
4930486L24Rik;RIKEN cDNA 4930486L24 gene;1,169420442;0,297203765;0,436558796
4930503L19Rik;RIKEN cDNA 4930503L19 gene;1,008927006;0,9300074;0,956472881
4930506M07Rik;NA;1,393185773;9,34E-05;0,000524549
4930511M06Rik;RIKEN cDNA 4930511M06 gene;-1,122833656;0,468172787;0,605989706
4930513N10Rik;RIKEN cDNA 4930513N10 gene;1,041259553;0,827820786;0,887282754
4930519F09Rik;RIKEN cDNA 4930519F09 gene;-1,149016134;0,406290244;0,548090645
4930523C07Rik;RIKEN cDNA 4930523C07 gene;-1,115673624;0,045994425;0,102924538
4930525G20Rik;RIKEN cDNA 4930525G20 gene;-1,14256691;0,520564688;0,652953126
4930526I15Rik;RIKEN cDNA 4930526I15 gene;1,067832423;0,630328236;0,743652505
4930529M08Rik;NA;2,341399998;1,52E-05;0,000105219
4930550C14Rik;RIKEN cDNA 4930550C14 gene;-1,33508435;0,131045946;0,234664043
4930556M19Rik;RIKEN cDNA 4930556M19 gene;1,101714713;0,265987441;0,401815476
4930562C15Rik;RIKEN cDNA 4930562C15 gene;2,697038991;5,90E-08;7,02E-07
4930565N06Rik;RIKEN cDNA 4930565N06 gene;-1,065629593;0,729252922;0,817069547
4930570G19Rik;RIKEN cDNA 4930570G19 gene;-1,141957683;0,544701832;0,674599655
4930577N17Rik;RIKEN cDNA 4930577N17 gene;-1,456684718;0,01982067;0,051748877
4930578C19Rik;RIKEN cDNA 4930578C19 gene;-1,477322265;0,064028352;0,133487924
4930579G18Rik;RIKEN cDNA 4930579G18 gene;-1,324168913;0,125219885;0,226861509
4930579G24Rik;RIKEN cDNA 4930579G24 gene;-1,198172465;0,082192606;0,162666862
4930581F22Rik;RIKEN cDNA 4930581F22 gene;-1,418262432;0,02016855;0,052442519
4931406C07Rik;RIKEN cDNA 4931406C07 gene;1,036402802;0,538795164;0,669410791
4931406P16Rik;RIKEN cDNA 4931406P16 gene;-1,283577321;0,001753465;0,006757028
4931414P19Rik;RIKEN cDNA 4931414P19 gene;1,076203766;0,469784543;0,606897689
4931428F04Rik;RIKEN cDNA 4931428F04 gene;-1,854262945;8,24E-07;7,71E-06
4931429I11Rik;RIKEN cDNA 4931429I11 gene;1,734946848;0,011548494;0,033212673
4932411E22Rik;RIKEN cDNA 4932411E22 gene;2,821621985;3,51E-08;4,40E-07
4932416H05Rik;RIKEN cDNA 4932416H05 gene;-1,237870091;0,029055935;0,070961675
4932418E24Rik;RIKEN cDNA 4932418E24 gene;2,180928349;7,12E-06;5,34E-05
4932438A13Rik;RIKEN cDNA 4932438A13 gene;1,005211742;0,941880412;0,964710751
4933404O12Rik;RIKEN cDNA 4933404O12 gene;-1,043812791;0,722728632;0,813111273
4933406C10Rik;RIKEN cDNA 4933406C10 gene;-1,149178761;0,561018617;0,6886758
4933407K13Rik;RIKEN cDNA 4933407K13 gene;-1,45035487;0,004180644;0,01416688
4933408B17Rik;RIKEN cDNA 4933408B17 gene;1,253483353;0,214111775;0,341262446
4933409K07Rik;RIKEN cDNA 4933409K07 gene;-1,046225741;0,702892068;0,798296478
4933411K20Rik;NA;-1,129534549;0,12124967;0,221357266
4933412E12Rik;RIKEN cDNA 4933412E12 gene;-1,121644889;0,384086088;0,526700483
4933421O10Rik;RIKEN cDNA 4933421O10 gene;-1,098970334;0,215166518;0,342530085
4933426M11Rik;NA;1,159073922;0,033472753;0,07966678
4933427D14Rik;RIKEN cDNA 4933427D14 gene;-1,202944387;0,021867349;0,056251684
4933428G20Rik;RIKEN cDNA 4933428G20 gene;1,163724176;0,592903499;0,714904515
4933431E20Rik;RIKEN cDNA 4933431E20 gene;1,10514605;0,375218899;0,518270442
4933434E20Rik;RIKEN cDNA 4933434E20 gene;1,023596431;0,70086398;0,797142841
4933439C10Rik;RIKEN cDNA 4933439C10 gene;-1,665985903;0,001182984;0,004801641
5031414D18Rik;RIKEN cDNA 5031414D18 gene;-1,258038304;0,205742478;0,331269546
5031425E22Rik;RIKEN cDNA 5031425E22 gene;-1,141310011;0,113880304;0,211033809
5031426D15Rik;RIKEN cDNA 5031426D15 gene;1,021587675;0,950856275;0,970130732
5031439G07Rik;RIKEN cDNA 5031439G07 gene;-1,137071567;0,227739255;0,356819871
5033406O09Rik;RIKEN cDNA 5033406O09 gene;1,125844252;0,511058105;0,644666056
5330413P13Rik;RIKEN cDNA 5330413P13 gene;2,405343551;0,000812053;0,003473834
5330417C22Rik;RIKEN cDNA 5330417C22 gene;1,379733478;0,001023899;0,004239186
5330426P16Rik;RIKEN cDNA 5330426P16 gene;-1,296075496;0,121330008;0,221454809
5430405H02Rik;RIKEN cDNA 5430405H02 gene;-1,357633461;0,04135874;0,09448183
5430416N02Rik;RIKEN cDNA 5430416N02 gene;1,039248999;0,83319081;0,890592748
5430416O09Rik;RIKEN cDNA 5430416O09 gene;-1,102697761;0,423450718;0,564232832
5430417L22Rik;NA;1,091267521;0,173800686;0,29131568
5430425K12Rik;RIKEN cDNA 5430425K12 gene;1,117686828;0,705949996;0,800680551
5430427O19Rik;RIKEN cDNA 5430427O19 gene;-1,136613603;0,541640052;0,672015637
5430435G22Rik;NA;1,859477953;1,41E-08;1,91E-07
5530601H04Rik;RIKEN cDNA 5530601H04 gene;-1,121769907;0,399720562;0,541610472
5730409E04Rik;RIKEN cDNA 5730409E04Rik gene;-1,182590556;0,019021443;0,050018214
5730455P16Rik;RIKEN cDNA 5730455P16 gene;1,044858983;0,447825395;0,587373024
5730480H06Rik;RIKEN cDNA 5730480H06 gene;-1,017873764;0,943777537;0,965491724
5730507C01Rik;RIKEN cDNA 5730507C01 gene;-1,534908364;1,20E-05;8,53E-05
5730508B09Rik;RIKEN cDNA 5730508B09 gene;-1,007416924;0,934774983;0,959761621
5730559C18Rik;RIKEN cDNA 5730559C18 gene;1,604434204;2,70E-05;0,000175445
5830415F09Rik;RIKEN cDNA 5830415F09 gene;1,061339603;0,640293439;0,752203813
5830416P10Rik;RIKEN cDNA 5830416P10 gene;-2,094755948;0,000919768;0,003868088
5830417I10Rik;RIKEN cDNA 5830417I10 gene;-1,022590723;0,771249747;0,848126174
5830418K08Rik;NA;1,026096594;0,733893356;0,820075943
5830428M24Rik;RIKEN cDNA 5830428M24 gene;-1,021111609;0,906698968;0,940633693
5830444B04Rik;RIKEN cDNA 5830444B04 gene;-2,841417707;0,000390617;0,001835851
5930403L14Rik;RIKEN cDNA 5930403L14 gene;1,719282338;1,37E-10;2,56E-09
5930412G12Rik;RIKEN cDNA 5930412G12 gene;-2,84129921;3,06E-06;2,50E-05
5930430L01Rik;RIKEN cDNA 5930430L01 gene;1,406484282;0,003297361;0,011560856
6030408B16Rik;RIKEN cDNA 6030408B16 gene;-1,035205984;0,704430472;0,799513329
6030419C18Rik;RIKEN cDNA 6030419C18 gene;-1,166460593;0,230258221;0,360074484
6030443J06Rik;RIKEN cDNA 6030443J06 gene;1,343936007;0,103131705;0,194580365
6030458C11Rik;RIKEN cDNA 6030458C11 gene;1,058882653;0,350948731;0,493811923
6330403A02Rik;RIKEN cDNA 6330403A02 gene;-1,07832987;0,691717256;0,790164597
6330403K07Rik;RIKEN cDNA 6330403K07 gene;-2,367370509;3,92E-27;5,28E-25
6330408A02Rik;RIKEN cDNA 6330408A02 gene;-1,269967019;0,016664004;0,044979188
6330416G13Rik;RIKEN cDNA 6330416G13 gene;1,362627902;0,000877196;0,003716748
6330418K02Rik;RIKEN cDNA 6330418K02 gene;-1,160173873;0,543370407;0,673669115
6330419J24Rik;NA;1,833207807;2,97E-05;0,000190321
6330549D23Rik;RIKEN cDNA 6330549D23 gene;1,192650288;0,413786378;0,555386711
6430531B16Rik;RIKEN cDNA 6430531B16 gene;1,099136211;0,724209147;0,814278432
6430548M08Rik;RIKEN cDNA 6430548M08 gene;-1,735081384;6,85E-07;6,53E-06
6430573F11Rik;RIKEN cDNA 6430573F11 gene;-1,824019471;0,00201307;0,007571846
6430706D22Rik;RIKEN cDNA 6430706D22 gene;-1,3044991;0,000149268;0,000790688
6530402F18Rik;RIKEN cDNA 6530402F18 gene;-1,271042272;0,10566853;0,198422619
6720489N17Rik;RIKEN cDNA 6720489N17 gene;-1,143311633;0,256705436;0,390730172
6820408C15Rik;RIKEN cDNA 6820408C15 gene;2,20019984;0,000327545;0,001571124
6820431F20Rik;RIKEN cDNA 6820431F20 gene;-1,099927769;0,305594222;0,446009411
8030462N17Rik;RIKEN cDNA 8030462N17 gene;1,117783577;0,324038508;0,46527224
8430408G22Rik;RIKEN cDNA 8430408G22 gene;1,20920484;0,289779046;0,428276385
8430419L09Rik;RIKEN cDNA 8430419L09 gene;1,066997892;0,486394429;0,622871832
8430427H17Rik;NA;-1,014194659;0,821844467;0,88311416
8430429K09Rik;RIKEN cDNA 8430429K09 gene;-1,083549152;0,503480668;0,637409132
8430431K14Rik;RIKEN cDNA 8430431K14 gene;1,474228705;0,2333289;0,363520382
9030025P20Rik;RIKEN cDNA 9030025P20 gene;1,351097418;0,006295892;0,02000425
9030404E10Rik;RIKEN cDNA 9030404E10 gene;1,348292657;0,150860534;0,261806815
9030617O03Rik;RIKEN cDNA 9030617O03 gene;3,461521219;5,10E-50;3,94E-47
9030624G23Rik;RIKEN cDNA 9030624G23 gene;-1,253552602;0,009102175;0,027147255
9030624J02Rik;RIKEN cDNA 9030624J02 gene;1,060008425;0,323291847;0,464518338
9130008F23Rik;RIKEN cDNA 9130008F23 gene;1,085853372;0,582864955;0,706924904
9130011E15Rik;RIKEN cDNA 9130011E15 gene;-1,044534969;0,608543914;0,727545413
9130019O22Rik;RIKEN cDNA 9130019O22 gene;-1,232027857;0,15723849;0,269591068
9130023H24Rik;RIKEN cDNA 9130023H24 gene;-1,017286493;0,886524315;0,927220135
9130221H12Rik;RIKEN cDNA 9130221H12 gene;-1,156400963;0,067698308;0,139513662
9130401M01Rik;RIKEN cDNA 9130401M01 gene;1,078945462;0,359020452;0,501705438
9230110C19Rik;RIKEN cDNA 9230110C19 gene;1,54083539;0,002256285;0,00833496
9230114K14Rik;RIKEN cDNA 9230114K14 gene;2,34792804;2,54E-10;4,60E-09
9330020H09Rik;RIKEN cDNA 9330020H09 gene;1,418248415;0,043772317;0,098810954
9330102E08Rik;RIKEN cDNA 9330102E08 gene;1,19478418;0,314072845;0,454762044
9330133O14Rik;RIKEN cDNA 9330133O14 gene;1,29297792;0,016827052;0,045286746
9330151L19Rik;RIKEN cDNA 9330151L19 gene;-1,35723326;0,018198012;0,048215861
9330159F19Rik;RIKEN cDNA 9330159F19 gene;-6,598302807;1,64E-18;8,86E-17
9330159M07Rik;RIKEN cDNA 9330159M07 gene;-1,073831283;0,630477921;0,743769299
9330162012Rik;cDNA RIKEN 9330162012 gene;1,216963449;0,298527745;0,438029761
9330182L06Rik;RIKEN cDNA 9330182L06 gene;-1,026892079;0,785192693;0,858376723
9430008C03Rik;NA;1,428541224;0,001138945;0,004646023
9430015G10Rik;RIKEN cDNA 9430015G10 gene;-1,334462829;0,003252553;0,011436548
9430016H08Rik;RIKEN cDNA 9430016H08 gene;1,180496236;0,084676178;0,166800606
9430020K01Rik;RIKEN cDNA 9430020K01 gene;-1,372237056;0,001250586;0,0050384
9430037G07Rik;RIKEN cDNA 9430037G07 gene;1,119618423;0,490919099;0,626260679
9430038I01Rik;RIKEN cDNA 9430038I01 gene;1,002713271;0,985194797;0,991955208
9430076C15Rik;RIKEN cDNA 9430076C15 gene;1,51907145;0,223824832;0,352259201
9430083A17Rik;RIKEN cDNA 9430083A17 gene;-1,262062559;0,191828396;0,314105017
9430091E24Rik;RIKEN cDNA 9430091E24 gene;-1,439213601;0,040718447;0,093367991
9530053A07Rik;RIKEN cDNA 9530053A07 gene;1,900394085;0,005411274;0,017581847
9530068E07Rik;RIKEN cDNA 9530068E07 gene;1,001539933;0,977468663;0,987836469
9530077C05Rik;RIKEN cDNA 9530077C05 gene;1,540196312;0,00748908;0,023080713
9530082P21Rik;RIKEN cDNA 9530082P21 gene;-1,360584221;1,83E-05;0,00012389
9530091C08Rik;RIKEN cDNA 9530091C08 gene;1,102903962;0,617698791;0,734535596
9630033F20Rik;NA;1,623327133;9,05E-08;1,04E-06
9830147E19Rik;RIKEN cDNA 9830147E19 gene;-1,260603953;0,010277245;0,030088389
9930012K11Rik;RIKEN cDNA 9930012K11 gene;-1,013464089;0,867568491;0,914236747
9930014A18Rik;RIKEN cDNA 9930014A18 gene;1,122040037;0,27380791;0,410184426
9930021J03Rik;RIKEN cDNA 9930021J03 gene;-1,237124832;0,000244355;0,001219115
9930104L06Rik;RIKEN cDNA 9930104L06 gene;-1,096148787;0,243955218;0,376201252
9930111J21Rik1;RIKEN cDNA 9930111J21 gene 1;1,122324278;0,592570697;0,714725957
9930111J21Rik2;RIKEN cDNA 9930111J21 gene 2;1,436519385;0,185225819;0,305624591
A130010J15Rik;RIKEN cDNA A130010J15 gene;-1,057160522;0,547780106;0,67754722
A130077B15Rik;RIKEN cDNA A130077B15 gene;-1,063846366;0,556095323;0,684062402
A230046K03Rik;RIKEN cDNA A230046K03 gene;1,07715141;0,238854068;0,37031971
A230050P20Rik;RIKEN cDNA A230050P20 gene;-1,294343498;0,009687616;0,028618156
A230056P14Rik;RIKEN cDNA A230056P14 gene;1,036864196;0,851512423;0,902959972
A230057D06Rik;RIKEN cDNA A230057D06 gene;1,134501363;0,413951103;0,555506176
A230072C01Rik;RIKEN cDNA A230072C01 gene;-1,25996808;0,052158544;0,113616733
A230103J11Rik;RIKEN cDNA A230103J11 gene;1,204099018;0,318005083;0,459112235
A2m;alpha-2-macroglobulin;-5,793944518;1,05E-15;4,08E-14
A330009N23Rik;RIKEN cDNA A330009N23 gene;-2,034910112;0,000424827;0,001977215
A330021E22Rik;NA;2,678574324;1,94E-14;6,61E-13
A330023F24Rik;RIKEN cDNA A330023F24 gene;1,549228201;0,002862942;0,010253342
A330032B11Rik;RIKEN cDNA A330032B11 gene;1,002039318;0,990392224;0,994924546
A330035P11Rik;RIKEN cDNA A330035P11 gene;-1,212148253;0,233834253;0,364230361
A330074K22Rik;RIKEN cDNA A330074K22 gene;-1,744828163;0,034708824;0,082089389
A330076H08Rik;RIKEN cDNA A330076H08 gene;1,243558074;0,259268826;0,39394834
A430005L14Rik;RIKEN cDNA A430005L14 gene;-1,075238251;0,364883908;0,507675097
A430033K04Rik;RIKEN cDNA A430033K04 gene;-1,280485391;0,001404604;0,005574513
A430035B10Rik;RIKEN cDNA A430035B10 gene;-1,237267116;0,098600482;0,187664721
A430078G23Rik;RIKEN cDNA A430078G23 gene;-1,26847273;0,032648394;0,078008449
A430105I19Rik;RIKEN cDNA A430105I19 gene;1,100663944;0,18248213;0,302260545
A430107P09Rik;RIKEN cDNA A430107P09 gene;-1,215089379;0,27830794;0,415507977
A4galt;"alpha 1;4-galactosyltransferase";1,734120669;0,00011153;0,000613142
A530013C23Rik;RIKEN cDNA A530013C23 gene;-2,07674053;0,058852135;0,124751809
A530054K11Rik;NA;-1,024414989;0,822994469;0,883961485
A530064D06Rik;RIKEN cDNA A530064D06 gene;1,301466584;0,380073978;0,522713045
A530099J19Rik;RIKEN cDNA A530099J19 gene;1,900794185;0,001641557;0,00639534
A630001G21Rik;RIKEN cDNA A630001G21 gene;-1,270118472;0,113621549;0,210607503
A630007B06Rik;NA;-1,163251944;0,410195917;0,551810316
A630033H20Rik;RIKEN cDNA A630033H20 gene;-1,149786593;0,303421079;0,444006456
A630066F11Rik;RIKEN cDNA A630066F11 gene;-1,129132533;0,552178272;0,681263039
A630072M18Rik;RIKEN cDNA A630072M18 gene;-1,410657727;7,51E-06;5,60E-05
A630089N07Rik;RIKEN cDNA A630089N07 gene;1,075196599;0,448433049;0,587813086
A730008H23Rik;RIKEN cDNA A730008H23 gene;-1,080799803;0,809882969;0,875260573
A730017L22Rik;RIKEN cDNA A730017L22 gene;-1,172181797;0,094152871;0,181204759
A730020E08Rik;RIKEN cDNA A730020E08 gene;1,397124627;0,117022042;0,215365528
A730098P11Rik;NA;-1,090437439;0,718846873;0,810048396
A830010M20Rik;RIKEN cDNA A830010M20 gene;1,009557938;0,917770727;0,947978171
A830018L16Rik;RIKEN cDNA A830018L16 gene;1,610651316;0,016662279;0,044979188
A830080D01Rik;RIKEN cDNA A830080D01 gene;1,086480787;0,254243822;0,387787899
A830082K12Rik;RIKEN cDNA A830082K12 gene;-2,47990351;6,00E-09;8,62E-08
A830082N09Rik;RIKEN cDNA A830082N09 gene;-1,193323528;0,206391043;0,332131583
A930001A20Rik;RIKEN cDNA A930001A20 gene;1,18948657;0,551141246;0,680428734
A930001C03Rik;RIKEN cDNA A930001C03 gene;3,723735028;1,83E-06;1,58E-05
A930004D18Rik;RIKEN cDNA A930004D18 gene;-1,133062227;0,161118956;0,274863207
A930005H10Rik;RIKEN cDNA A930005H10 gene;-1,183622209;0,250296877;0,383672135
A930013F10Rik;RIKEN cDNA A930013F10 gene;-1,402706342;0,128514502;0,23145861
A930015D03Rik;RIKEN cDNA A930015D03 gene;-1,582373126;0,041694756;0,095101377
A930024E05Rik;RIKEN cDNA A930024E05 gene;-1,115366434;0,645696482;0,756371107
AA388235;expressed sequence AA388235;-2,134182364;7,04E-05;0,000406089
AA414768;expressed sequence AA414768;1,034545399;0,772248977;0,848906895
AA415398;expressed sequence AA415398;-1,323576166;0,095502719;0,183225862
AA467197;expressed sequence AA467197;2,031266282;0,089460223;0,174137683
AA986860;expressed sequence AA986860;1,433553949;0,000792456;0,003404893
AA987161;NA;-1,109941212;0,139587613;0,246529735
AB124611;cDNA sequence AB124611;-1,08360064;0,62649896;0,740742889
AF251705;cDNA sequence AF251705;1,153860399;0,385982446;0,528657679
AI182371;expressed sequence AI182371;1,288544092;0,145611193;0,254789299
AI197445;expressed sequence AI197445;-1,940482095;0,001400341;0,005559307
AI314180;expressed sequence AI314180;1,145136838;0,010126647;0,029718585
AI317395;expressed sequence AI317395;1,666895191;0,004243102;0,014332189
AI413582;expressed sequence AI413582;1,54323688;0,000455494;0,002099338
AI414108;expressed sequence AI414108;1,889923839;6,76E-07;6,44E-06
AI427809;expressed sequence AI427809;1,377266876;0,100178344;0,189986104
AI429214;expressed sequence AI429214;1,073370399;0,553291402;0,681710385
AI450353;expressed sequence AI450353;-1,159847833;0,438544222;0,578041625
AI462493;NA;-1,209356499;0,049538586;0,109124707
AI464131;expressed sequence AI464131;1,157339714;0,066009451;0,136743847
AI467606;expressed sequence AI467606;1,062414998;0,475298524;0,612457649
AI504432;expressed sequence AI504432;-2,176305426;1,65E-08;2,20E-07
AI593442;expressed sequence AI593442;-1,000018163;0,999932707;0,999998982
AI597479;expressed sequence AI597479;-1,137128662;0,173130803;0,290425091
AI607873;expressed sequence AI607873;1,185903306;0,320992247;0,462164581
AI661453;expressed sequence AI661453;1,517119673;1,24E-06;1,12E-05
AI662270;expressed sequence AI662270;-1,036303195;0,807739153;0,873973644
AI837181;expressed sequence AI837181;-1,279385983;0,000279168;0,001370437
AI846148;expressed sequence AI846148;-1,369256263;6,61E-05;0,000383508
AI854703;expressed sequence AI854703;1,13448298;0,578932291;0,703667454
AI987944;expressed sequence AI987944;-1,019017805;0,799603114;0,868179406
AK010878;cDNA sequence AK010878;1,027142647;0,824746899;0,885325279
AK129341;NA;1,912139125;8,73E-06;6,40E-05
AU019823;expressed sequence AU019823;-1,08647704;0,225678992;0,35419701
AU021092;expressed sequence AU021092;1,271583628;0,000628238;0,002779897
AU022252;expressed sequence AU022252;-1,10065578;0,445473198;0,585177103
AU022754;expressed sequence AU022754;1,276293446;0,207301862;0,333012942
AU040320;expressed sequence AU040320;1,071161822;0,269097861;0,405137791
AU040972;expressed sequence AU040972;3,314316894;2,87E-06;2,37E-05
AU041133;expressed sequence AU041133;1,249239128;0,036691408;0,085782828
AV320801;expressed sequence AV320801;1,420207145;0,221879047;0,350067877
AW011738;expressed sequence AW011738;1,194723253;0,113483033;0,2104305
AW112010;expressed sequence AW112010;1,782913485;0,003662402;0,012617615
AW146154;expressed sequence AW146154;-1,14083349;0,312454044;0,453027488
AW209491;expressed sequence AW209491;1,037002977;0,711874459;0,8049113
AW549542;expressed sequence AW549542;-1,471144948;0,056967634;0,121786862
AW549877;expressed sequence AW549877;-1,150043991;0,039144864;0,090424742
AW551984;expressed sequence AW551984;2,542143468;1,63E-09;2,57E-08
AW554918;expressed sequence AW554918;-1,274944274;0,000457687;0,002106288
Aaas;"achalasia; adrenocortical insufficiency; alacrimia";1,817065654;3,67E-14;1,20E-12
Aacs;acetoacetyl-CoA synthetase;1,309325862;0,000143671;0,000764351
Aaed1;AhpC/TSA antioxidant enzyme domain containing 1;-1,326889651;0,007682286;0,023586981
Aagab;alpha- and gamma-adaptin binding protein;1,271087151;0,000957723;0,004004751
Aak1;AP2 associated kinase 1;-1,030009115;0,700646883;0,79706867
Aamdc;adipogenesis associated Mth938 domain containing;-1,370413343;0,006801331;0,021338244
Aamp;angio-associated migratory protein;-1,030887319;0,620626596;0,736232035
Aar2;AAR2 splicing factor homolog (S. cerevisiae);1,10890902;0,075482324;0,151747401
Aard;alanine and arginine rich domain containing protein;-1,01973262;0,811113946;0,87607991
Aars;alanyl-tRNA synthetase;1,253884579;0,000276023;0,001357269
Aars2;"alanyl-tRNA synthetase 2; mitochondrial (putative)";1,202617022;0,038372735;0,089004607
Aarsd1;alanyl-tRNA synthetase domain containing 1;1,159530053;0,036056707;0,084630431
Aasdh;aminoadipate-semialdehyde dehydrogenase;-1,166030793;0,097066864;0,185547432
Aasdhppt;aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase;1,127028898;0,063902246;0,133319728
Aass;aminoadipate-semialdehyde synthase;2,224941497;2,68E-09;4,04E-08
Aatf;apoptosis antagonizing transcription factor;1,144476846;0,074829149;0,15071628
Aatk;apoptosis-associated tyrosine kinase;1,08911123;0,340035155;0,482201202
Abat;4-aminobutyrate aminotransferase;-1,395749622;0,010800613;0,031375449
Abca1;"ATP-binding cassette; sub-family A (ABC1); member 1";1,280154974;0,003206854;0,011286682
Abca17;"ATP-binding cassette; sub-family A (ABC1); member 17";-7,717476426;3,73E-17;1,75E-15
Abca2;"ATP-binding cassette; sub-family A (ABC1); member 2";1,588065475;4,93E-08;5,96E-07
Abca3;"ATP-binding cassette; sub-family A (ABC1); member 3";-1,188058989;0,06319966;0,132041664
Abca4;"ATP-binding cassette; sub-family A (ABC1); member 4";1,257636974;0,067578526;0,139292787
Abca5;"ATP-binding cassette; sub-family A (ABC1); member 5";1,319045903;0,001054629;0,004349235
Abca6;"ATP-binding cassette; sub-family A (ABC1); member 6";-1,290016839;0,070336225;0,143578663
Abca7;"ATP-binding cassette; sub-family A (ABC1); member 7";-1,11123152;0,181552931;0,301110677
Abca8a;"ATP-binding cassette; sub-family A (ABC1); member 8a";1,254842252;0,018609266;0,049145746
Abca8b;"ATP-binding cassette; sub-family A (ABC1); member 8b";1,183152649;0,089075327;0,173572678
Abca9;"ATP-binding cassette; sub-family A (ABC1); member 9";1,001831776;0,986618146;0,992979495
Abcb10;"ATP-binding cassette; sub-family B (MDR/TAP); member 10";-1,106592675;0,078698772;0,156916304
Abcb1a;"ATP-binding cassette; sub-family B (MDR/TAP); member 1A";-1,711952451;0,000136104;0,000730717
Abcb1b;"ATP-binding cassette; sub-family B (MDR/TAP); member 1B";3,88918884;4,20E-21;2,78E-19
Abcb6;"ATP-binding cassette; sub-family B (MDR/TAP); member 6";1,369396649;0,000785157;0,003377488
Abcb7;"ATP-binding cassette; sub-family B (MDR/TAP); member 7";1,194171308;0,00387792;0,013268945
Abcb8;"ATP-binding cassette; sub-family B (MDR/TAP); member 8";1,108640056;0,141221224;0,248786051
Abcb9;"ATP-binding cassette; sub-family B (MDR/TAP); member 9";1,144403385;0,279903914;0,417169134
