Mouse Genes,Human Ortholog Symbol,Identity
Tle3,ENSG00000140332,98.9597
Strbp,ENSG00000165209,98.9583
Rac2,ENSG00000128340,98.9583
Trnau1ap,ENSG00000180098,98.9547
Sec23a,ENSG00000100934,98.9542
Ago3,ENSG00000126070,98.9535
Pdcd6,ENSG00000249915,98.9529
Nkiras2,ENSG00000168256,98.9529
Lsm2,ENSG00000204392,98.9474
Rbm18,ENSG00000119446,98.9474
Trim62,ENSG00000116525,98.9474
Pknox2,ENSG00000165495,98.9407
Ccnc,ENSG00000112237,98.9399
Nono,ENSG00000147140,98.9384
Trappc5,ENSG00000181029,98.9362
Tra2a,ENSG00000164548,98.9362
Actr1b,ENSG00000115073,98.9362
Rfx3,ENSG00000080298,98.9319
Cbfb,ENSG00000067955,98.9305
Tmeff2,ENSG00000144339,98.9305
Smad5,ENSG00000113658,98.9247
Cdk8,ENSG00000132964,98.9224
Sv2a,ENSG00000159164,98.9218
Fbxo11,ENSG00000138081,98.9212
Gpm6a,ENSG00000150625,98.9209
Ssr3,ENSG00000114850,98.9189
Gtf2h4,ENSG00000213780,98.9177
Prpsap2,ENSG00000141127,98.916
Atp1a3,ENSG00000105409,98.9141
Rheb,ENSG00000106615,98.913
Has2,ENSG00000170961,98.913
S100b,ENSG00000160307,98.913
Chrm1,ENSG00000168539,98.913
Pum1,ENSG00000134644,98.9057
Lamtor5,ENSG00000134248,98.9011
Vps29,ENSG00000111237,98.9011
Slc6a8,ENSG00000130821,98.8976
Eif4g2,ENSG00000110321,98.8975
Tmem47,ENSG00000147027,98.895
Arl1,ENSG00000120805,98.895
Exoc6b,ENSG00000144036,98.8903
Pitpna,ENSG00000174238,98.8889
Hectd1,ENSG00000092148,98.8889
Hoxb5,ENSG00000120075,98.8848
Arl5a,ENSG00000162980,98.8827
Ephb1,ENSG00000154928,98.8821
Gria3,ENSG00000125675,98.8814
Src,ENSG00000197122,98.8806
Grik5,ENSG00000105737,98.8775
Ddx41,ENSG00000183258,98.8746
Paf1,ENSG00000006712,98.8701
Gucy1b3,ENSG00000061918,98.8691
Thoc3,ENSG00000051596,98.8604
Wnt4,ENSG00000162552,98.8604
Csnk2a2,ENSG00000070770,98.8571
Psma4,ENSG00000041357,98.8506
Ctdsp1,ENSG00000144579,98.8506
Kpna4,ENSG00000186432,98.8484
Rnf165,ENSG00000141622,98.8439
Ago4,ENSG00000134698,98.8386
Sf3b5,ENSG00000169976,98.8372
Ago2,ENSG00000123908,98.8359
Actl6a,ENSG00000136518,98.8345
Trim27,ENSG00000204713,98.8304
Xab2,ENSG00000076924,98.8304
Rdh10,ENSG00000121039,98.827
Stk25,ENSG00000115694,98.8263
Psma3,ENSG00000100567,98.8235
Abhd2,ENSG00000140526,98.8235
Tnik,ENSG00000154310,98.8235
Ugp2,ENSG00000169764,98.8189
Fgfr1op2,ENSG00000111790,98.8142
Clic4,ENSG00000169504,98.8142
Csnk1a1,ENSG00000113712,98.8131
Tbc1d22b,ENSG00000065491,98.8119
Prkcb,ENSG00000166501,98.8113
Anapc11,ENSG00000141552,98.8095
Hmbox1,ENSG00000147421,98.8095
Ppfia2,ENSG00000139220,98.8067
Ythdf3,ENSG00000185728,98.8034
Cetn3,ENSG00000153140,98.8024
Csnk1e,ENSG00000213923,98.7981
Ppp2r5b,ENSG00000068971,98.7928
Yy1,ENSG00000100811,98.7923
Cdc40,ENSG00000168438,98.791
Eif4h,ENSG00000106682,98.7903
Ing4,ENSG00000111653,98.7903
Psma7,ENSG00000101182,98.7903
Ywhab,ENSG00000166913,98.7805
Vps26a,ENSG00000122958,98.7768
Clk3,ENSG00000179335,98.7755
Snx12,ENSG00000147164,98.7654
Mafg,ENSG00000197063,98.7654
Cpne8,ENSG00000139117,98.7589
Supt16,ENSG00000092201,98.7584
Lhx5,ENSG00000089116,98.7562
Gne,ENSG00000159921,98.7535
Atp2a2,ENSG00000174437,98.7524
Ipo9,ENSG00000198700,98.7512
Ptges3,ENSG00000110958,98.75
Puf60,ENSG00000179950,98.7478
Prkaa1,ENSG00000132356,98.7478
Rragc,ENSG00000116954,98.7469
Cyth2,ENSG00000105443,98.7469
Derl2,ENSG00000072849,98.7448
Dedd,ENSG00000158796,98.7421
Prps2,ENSG00000101911,98.7421
Tln1,ENSG00000137076,98.7407
Ddx46,ENSG00000145833,98.7403
Tmem127,ENSG00000135956,98.7395
Maea,ENSG00000090316,98.7374
Lrrc73,ENSG00000204052,98.7342
Cks2,ENSG00000123975,98.7342
Cdc42se1,ENSG00000197622,98.7342
Rnf166,ENSG00000158717,98.7342
Naa40,ENSG00000110583,98.7342
Camk2n2,ENSG00000163888,98.7342
Polr3f,ENSG00000132664,98.7342
Rbm24,ENSG00000112183,98.7288
Cadm1,ENSG00000182985,98.7261
Scamp5,ENSG00000198794,98.7234
Csnk2a1,ENSG00000101266,98.7212
Rprd1a,ENSG00000141425,98.7179
Papss1,ENSG00000138801,98.7179
Lmo1,ENSG00000166407,98.7179
Prpf38a,ENSG00000134748,98.7179
Dip2c,ENSG00000151240,98.7147
Stk38,ENSG00000112079,98.7097
Klhl9,ENSG00000198642,98.7034
Tln2,ENSG00000171914,98.7018
Cpsf7,ENSG00000149532,98.7013
Gphn,ENSG00000171723,98.6996
Nmnat2,ENSG00000157064,98.6971
Ufd1l,ENSG00000070010,98.6971
Ormdl1,ENSG00000128699,98.6928
Pik3ca,ENSG00000121879,98.6891
Brinp1,ENSG00000078725,98.6859
Tsn,ENSG00000211460,98.6842
Triap1,ENSG00000170855,98.6842
Mettl14,ENSG00000145388,98.6842
Ubtd1,ENSG00000165886,98.6784
Znrf1,ENSG00000186187,98.6784
Rnd2,ENSG00000108830,98.6784
Nudt21,ENSG00000167005,98.6784
Psmd2,ENSG00000175166,98.6784
Btrc,ENSG00000166167,98.6777
Nck1,ENSG00000158092,98.6737
Tmem98,ENSG00000006042,98.6726
Atp6v1e1,ENSG00000131100,98.6726
Tubg1,ENSG00000131462,98.6696
Brk1,ENSG00000254999,98.6667
Gng4,ENSG00000168243,98.6667
Npr2,ENSG00000159899,98.6628
Cdk17,ENSG00000059758,98.6616
Stmn1,ENSG00000117632,98.6577
Golph3,ENSG00000113384,98.6577
Runx2,ENSG00000124813,98.6564
Ints3,ENSG00000143624,98.6564
Cdk9,ENSG00000136807,98.6559
Trim3,ENSG00000110171,98.6559
Memo1,ENSG00000162959,98.6532
Edf1,ENSG00000107223,98.6487
Arpc1a,ENSG00000241685,98.6487
Gabbr1,ENSG00000204681,98.6472
Tm9sf3,ENSG00000077147,98.6418
Rae1,ENSG00000101146,98.6413
Ddx3x,ENSG00000215301,98.6405
Chd4,ENSG00000111642,98.6402
Impdh2,ENSG00000178035,98.6381
Scn8a,ENSG00000196876,98.6364
Srgap3,ENSG00000196220,98.6351
Smurf1,ENSG00000198742,98.632
Chmp5,ENSG00000086065,98.6301
Ubl5,ENSG00000198258,98.6301
Drg2,ENSG00000108591,98.6264
Rybp,ENSG00000163602,98.6239
Mbip,ENSG00000044574,98.6239
Hspa5,ENSG00000044574,98.6239
Eif3k,ENSG00000178982,98.6239
Atg101,ENSG00000123395,98.6239
Ube2v2,ENSG00000169139,98.6207
Aamp,ENSG00000127837,98.6175
Eno2,ENSG00000111674,98.6175
Msn,ENSG00000147065,98.6135
Rab5c,ENSG00000108774,98.6111
Eif1a,ENSG00000173674,98.6111
Mapk1,ENSG00000100030,98.6111
Ctbp1,ENSG00000159692,98.6014
Pcmtd1,ENSG00000168300,98.5994
Kcnf1,ENSG00000123700,98.5948
Kcnj2,ENSG00000123700,98.5948
Gtf2h5,ENSG00000272047,98.5916
Zfand5,ENSG00000107372,98.5916
Sptssa,ENSG00000165389,98.5916
Plagl2,ENSG00000126003,98.5887
Clp1,ENSG00000172409,98.5882
Vdac1,ENSG00000213585,98.5866
Gjb1,ENSG00000169562,98.5866
Rab15,ENSG00000139998,98.5849
Nlgn3,ENSG00000196338,98.5849
Kdelr2,ENSG00000136240,98.5849
Rab2a,ENSG00000104388,98.5849
Nr2f1,ENSG00000175745,98.5816
Epha4,ENSG00000116106,98.5801
Mad2l2,ENSG00000116670,98.5782
Nova2,ENSG00000104967,98.5772
Zdhhc17,ENSG00000186908,98.576
Bend5,ENSG00000162373,98.5748
Mb21d2,ENSG00000180611,98.5743
Narf,ENSG00000109654,98.5733
Trim2,ENSG00000109654,98.5733
Gng8,ENSG00000167414,98.5714
Slc17a7,ENSG00000104888,98.5714
Rpl38,ENSG00000172809,98.5714
Stxbp6,ENSG00000168952,98.5714
Nxt1,ENSG00000132661,98.5714
Dusp7,ENSG00000164086,98.568
Cept1,ENSG00000134255,98.5577
Med18,ENSG00000130772,98.5577
Kbtbd2,ENSG00000170852,98.5554
Glyr1,ENSG00000140632,98.5533
Golt1b,ENSG00000111711,98.5507
Rab8b,ENSG00000166128,98.5507
Atp6v1h,ENSG00000047249,98.5507
Cnksr2,ENSG00000149970,98.5493
Adrbk1,ENSG00000173020,98.5486
9130011E15Rik,ENSG00000120029,98.5486
1810013L24Rik,ENSG00000182831,98.5455
Ptprk,ENSG00000152894,98.5417
Eif3d,ENSG00000100353,98.5401
Mgat4b,ENSG00000161013,98.5401
Rpl28,ENSG00000108107,98.5401
Cpsf3,ENSG00000119203,98.538
Clip3,ENSG00000105270,98.5375
Psmb3,ENSG00000277791,98.5366
Spsb1,ENSG00000171621,98.5348
Faxc,ENSG00000146267,98.533
Pak3,ENSG00000077264,98.5294
Pi4kb,ENSG00000143393,98.5294
Dhx8,ENSG00000067596,98.5246
Xpo4,ENSG00000132953,98.523
Rab24,ENSG00000169228,98.5222
Snx27,ENSG00000143376,98.5213
Brf1,ENSG00000185650,98.5207
Zfp36l1,ENSG00000185650,98.5207
Galnt18,ENSG00000110328,98.5173
Cab39l,ENSG00000102547,98.5163
Ccdc85b,ENSG00000175602,98.5149
Armc8,ENSG00000114098,98.5141
Dclk1,ENSG00000133083,98.5135
Rpl3,ENSG00000100316,98.5112
Snx17,ENSG00000115234,98.5106
Cdk14,ENSG00000058091,98.5075
Mta2,ENSG00000149480,98.503
Sox21,ENSG00000100146,98.4979
Csde1,ENSG00000009307,98.4962
Wbscr17,ENSG00000185274,98.495
Diras2,ENSG00000165023,98.4925
Rerg,ENSG00000134533,98.4925
Nf2,ENSG00000186575,98.4874
Ift20,ENSG00000109083,98.4848
Pomgnt1,ENSG00000085998,98.4848
Actr6,ENSG00000075089,98.4848
Gatad2b,ENSG00000143614,98.4823
Dlg4,ENSG00000132535,98.4807
Prmt8,ENSG00000111218,98.4772
Leprotl1,ENSG00000104660,98.4733
Serbp1,ENSG00000142864,98.4733
Usp9x,ENSG00000124486,98.473
Spryd7,ENSG00000123178,98.4694
Elavl1,ENSG00000066044,98.4663
Kcnma1,ENSG00000156113,98.4628
Fam168b,ENSG00000152102,98.4615
Cul5,ENSG00000166266,98.4615
Fbxw2,ENSG00000119402,98.4582
Kctd9,ENSG00000104756,98.4576
Ybx1,ENSG00000065978,98.4568
Rdx,ENSG00000137710,98.4563
Dcaf12,ENSG00000198876,98.4547
Shoc2,ENSG00000108061,98.4536
Cadm4,ENSG00000105767,98.4536
Nf1,ENSG00000196712,98.4502
Snf8,ENSG00000159210,98.4496
1110008F13Rik,ENSG00000101084,98.4496
H2afj,ENSG00000246705,98.4496
H2-Ke2,ENSG00000204220,98.4496
Copa,ENSG00000122218,98.4477
Exoc5,ENSG00000070367,98.4463
Bcl2l2,ENSG00000129473,98.4456
Hpcal1,ENSG00000115756,98.4456
Plcxd3,ENSG00000182836,98.4424
Rarb,ENSG00000077092,98.4375
Rnf185,ENSG00000138942,98.4375
Eif3g,ENSG00000130811,98.4375
Klhl18,ENSG00000114648,98.4321
Ap2a1,ENSG00000196961,98.4293
Acvr1,ENSG00000115170,98.4283
Gfpt1,ENSG00000198380,98.4263
Sptan1,ENSG00000197694,98.4255
Sox2,ENSG00000181449,98.4227
Frmd5,ENSG00000171877,98.4211
Nprl2,ENSG00000114388,98.4211
Wnt5a,ENSG00000114251,98.4211
Mllt3,ENSG00000171843,98.4155
Ddx23,ENSG00000174243,98.4146
Arntl,ENSG00000133794,98.4026
Kctd10,ENSG00000110906,98.4026
Tspan7,ENSG00000156298,98.3936
Upf1,ENSG00000005007,98.39
Galnt1,ENSG00000141429,98.39
Wasf1,ENSG00000112290,98.39
Jup,ENSG00000173801,98.3893
Parva,ENSG00000197702,98.3871
Iqsec2,ENSG00000124313,98.3871
H2afy,ENSG00000113648,98.3871
H2afy2,ENSG00000099284,98.3871
Usf1,ENSG00000158773,98.3871
Ammecr1l,ENSG00000144233,98.3871
Kcna1,ENSG00000111262,98.3838
Naa15,ENSG00000164134,98.3834
Mnat1,ENSG00000164134,98.3834
Atp6v1d,ENSG00000100554,98.3806
Rnf182,ENSG00000180537,98.3806
Lhfpl4,ENSG00000156959,98.3806
Hspa9,ENSG00000113013,98.38
Dock4,ENSG00000128512,98.3797
Dnm1,ENSG00000106976,98.3796
Lpar4,ENSG00000147145,98.3784
Usp12,ENSG00000152484,98.3784
Nsg1,ENSG00000168824,98.3784
Fzr1,ENSG00000105325,98.3773
Ank,ENSG00000154122,98.374
Snrnp25,ENSG00000161981,98.374
Rpl35,ENSG00000136942,98.374
Prox1,ENSG00000117707,98.3718
Cdk5r1,ENSG00000176749,98.3713
Fbxl7,ENSG00000183580,98.3707
Smad4,ENSG00000141646,98.3696
Usp5,ENSG00000111667,98.3683
Fxr2,ENSG00000129245,98.3655
Mlx,ENSG00000108788,98.3607
Flot1,ENSG00000137312,98.3607
Rbm14,ENSG00000239306,98.3558
Pptc7,ENSG00000196850,98.3553
Hoxb8,ENSG00000120068,98.3539
Cpeb4,ENSG00000113742,98.3539
Arl3,ENSG00000138175,98.3516
Zdhhc9,ENSG00000188706,98.3516
Olfm1,ENSG00000130558,98.3505
Kcnj8,ENSG00000121361,98.3491
Ensa,ENSG00000143420,98.3471
Matr3,ENSG00000015479,98.3471
Ptx3,ENSG00000107859,98.3444
Pcbp2,ENSG00000197111,98.3425
Clic1,ENSG00000213719,98.3402
G3bp2,ENSG00000138757,98.3402
Abi1,ENSG00000136754,98.3368
Akt1,ENSG00000142208,98.3333
Trappc3,ENSG00000054116,98.3333
Rgs8,ENSG00000135824,98.3333
Nr6a1,ENSG00000148200,98.3333
Tenm3,ENSG00000218336,98.3327
Btk,ENSG00000010671,98.3308
Ap3m2,ENSG00000070718,98.3254
Pdp1,ENSG00000164951,98.324
Nr2c2,ENSG00000177463,98.3222
Prkci,ENSG00000163558,98.3222
Atp6v1f,ENSG00000128524,98.3193
Ppil2,ENSG00000100027,98.3193
Snrnp40,ENSG00000060688,98.3193
Srsf7,ENSG00000115875,98.3193
Ypel1,ENSG00000100027,98.3193
Nrbp1,ENSG00000115216,98.3178
Tmem178,ENSG00000152154,98.3165
Pparg,ENSG00000132170,98.3158
Atp2b2,ENSG00000157087,98.3105
Gnai2,ENSG00000114353,98.3099
Gnaz,ENSG00000128266,98.3099
Sptbn1,ENSG00000115306,98.308
Elf1,ENSG00000115306,98.308
Elf3,ENSG00000115306,98.308
Napa,ENSG00000105402,98.3051
Homer1,ENSG00000152413,98.3051
Gnai3,ENSG00000065135,98.3051
Zfp423,ENSG00000102935,98.2972
Satb1,ENSG00000182568,98.2962
Vps25,ENSG00000131475,98.2955
Dazap1,ENSG00000071626,98.2801
Hspa2,ENSG00000126803,98.2786
Polr2k,ENSG00000147669,98.2759
Tusc3,ENSG00000104723,98.2759
Flnc,ENSG00000128591,98.2752
Vprbp,ENSG00000145041,98.2747
Rxrg,ENSG00000143171,98.2721
Cacnb4,ENSG00000182389,98.2692
Mcrs1,ENSG00000187778,98.2684
Rara,ENSG00000131759,98.2684
Snx5,ENSG00000089006,98.2673
Stx1a,ENSG00000106089,98.2639
Tmem246,ENSG00000165152,98.263
Rplp2-ps1,ENSG00000177600,98.2609
Wdr45b,ENSG00000141580,98.2558
Capza2,ENSG00000198898,98.2517
Trib2,ENSG00000071575,98.2507
Wdfy2,ENSG00000139668,98.25
Nrxn2,ENSG00000110076,98.2477
Isy1,ENSG00000240682,98.2456
Ccny,ENSG00000108100,98.2405
Ei24,ENSG00000149547,98.2353
Atp1a2,ENSG00000018625,98.2353
Fermt2,ENSG00000073712,98.2353
Ppp2r3c,ENSG00000092020,98.234
Copb2,ENSG00000184432,98.234
Vdac3,ENSG00000078668,98.2332
Anapc7,ENSG00000196510,98.2301
Fam50a,ENSG00000071859,98.2301
Armc1,ENSG00000104442,98.227
Srgap2,ENSG00000266028,98.226
Naa50,ENSG00000121579,98.2249
Kif5c,ENSG00000168280,98.2236
Ugcg,ENSG00000148154,98.2234
Pcdh9,ENSG00000184226,98.2215
Acvr1b,ENSG00000135503,98.2178
Ncdn,ENSG00000020129,98.2167
Nap1l1,ENSG00000187109,98.2097
Dpf2,ENSG00000133884,98.2097
Bmpr1b,ENSG00000138696,98.2072
Pdha1,ENSG00000131828,98.2051
Gfod1,ENSG00000145990,98.2051
Nlgn2,ENSG00000169992,98.2036
Cggbp1,ENSG00000163320,98.2036
Vps52,ENSG00000223501,98.2019
Mtch1,ENSG00000137409,98.2005
Fzd3,ENSG00000104290,98.1982
Tubgcp4,ENSG00000137822,98.1982
Tmem63b,ENSG00000137216,98.1971
Ppil1,ENSG00000137168,98.1928
Srsf9,ENSG00000111786,98.19
Cmip,ENSG00000153815,98.1889
Metap1,ENSG00000164024,98.1865
Dvl3,ENSG00000161202,98.1844
Timp2,ENSG00000035862,98.1818
Pbrm1,ENSG00000163939,98.1807
Fgfr1,ENSG00000077782,98.1752
Slc12a6,ENSG00000140199,98.1739
Trappc4,ENSG00000196655,98.1735
Gabpb1,ENSG00000104064,98.1723
Ergic3,ENSG00000125991,98.1723
Mios,ENSG00000164654,98.1714
Gpm6b,ENSG00000046653,98.1707
Eef1g,ENSG00000254772,98.1693
Rtf1,ENSG00000137815,98.169
Arglu1,ENSG00000134884,98.1685
Ppm1a,ENSG00000100614,98.1675
Atp6v1c1,ENSG00000155097,98.1675
Trrap,ENSG00000196367,98.1668
Rnf121,ENSG00000137522,98.1651
Dusp6,ENSG00000139318,98.1627
Srsf5,ENSG00000100650,98.1618
Dnm2,ENSG00000079805,98.1609
Ubap2l,ENSG00000143569,98.1601
Dok4,ENSG00000125170,98.1595
Gan,ENSG00000261609,98.1575
Eif4e,ENSG00000151247,98.1567
Nrxn3,ENSG00000021645,98.154
Itpr1,ENSG00000150995,98.1508
Dscaml1,ENSG00000177103,98.149
Mob3b,ENSG00000120162,98.1481
Rab5a,ENSG00000144566,98.1395
Ppil3,ENSG00000240344,98.1366
Eaf1,ENSG00000144597,98.1343
Sestd1,ENSG00000187231,98.1322
3110043O21Rik,ENSG00000147894,98.1289
Akt2,ENSG00000105221,98.1289
Coro2b,ENSG00000103647,98.125
Smad7,ENSG00000101665,98.1221
Cast,ENSG00000187672,98.1191
Erc2,ENSG00000187672,98.1191
Nsf,ENSG00000073969,98.1183
Zyg11b,ENSG00000162378,98.1183
Ptprd,ENSG00000153707,98.1172
Ublcp1,ENSG00000164332,98.1132
Atp8a1,ENSG00000124406,98.11
Esrra,ENSG00000173153,98.1087
Sf3a1,ENSG00000099995,98.1085
Pithd1,ENSG00000057757,98.1043
Rpl13,ENSG00000167526,98.1043
Pcyt1b,ENSG00000102230,98.103
Pcdh17,ENSG00000118946,98.1018
Tmem50b,ENSG00000142188,98.1013
Psma1,ENSG00000129084,98.0989
C2,ENSG00000129084,98.0989
Zfp362,ENSG00000160094,98.0952
Calu,ENSG00000128595,98.0952
Eif2s3x,ENSG00000180574,98.0932
Prpf6,ENSG00000101161,98.0871
Ipo5,ENSG00000065150,98.0857
Uck2,ENSG00000143179,98.0843
Prkra,ENSG00000180228,98.0831
Vezf1,ENSG00000136451,98.0806
Wdr48,ENSG00000114742,98.0798
Osr2,ENSG00000164920,98.0769
Mafk,ENSG00000198517,98.0769
2610018G03Rik,ENSG00000134602,98.0769
Pln,ENSG00000198523,98.0769
Purb,ENSG00000146676,98.0769
Cacna2d3,ENSG00000157445,98.0752
Ppfia3,ENSG00000177380,98.0737
Snx2,ENSG00000205302,98.0732
Dmap1,ENSG00000178028,98.0728
Hnrnpf,ENSG00000169813,98.0723
Kcnab2,ENSG00000069424,98.0723
Jkamp,ENSG00000050130,98.0707
Ubr5,ENSG00000104517,98.0707
Pcgf1,ENSG00000115289,98.0695
Pias2,ENSG00000078043,98.0676
Fgf18,ENSG00000156427,98.0676
Arrdc3,ENSG00000113369,98.0676
Fxr1,ENSG00000114416,98.0676
Mesdc1,ENSG00000140406,98.0663
Klhl32,ENSG00000186231,98.0645
Far1,ENSG00000197601,98.0583
Gmppb,ENSG00000173540,98.0556
Atp6v1a,ENSG00000114573,98.0551
Scn2a1,ENSG00000136531,98.0549
Tmem101,ENSG00000091947,98.0545
4921524J17Rik,ENSG00000155330,98.0519
Fam76a,ENSG00000009780,98.0456
Dnajb11,ENSG00000090520,98.0447
Tlk1,ENSG00000198586,98.0418
Xpo1,ENSG00000082898,98.0392
Snrpa1,ENSG00000131876,98.0392
Polr3h,ENSG00000100413,98.0392
Rbm5,ENSG00000003756,98.0368
Sin3a,ENSG00000169375,98.0361
Brpf1,ENSG00000156983,98.0328
Tspan12,ENSG00000106025,98.0328
Zmiz1,ENSG00000108175,98.0319
Supt6,ENSG00000109111,98.0301
Pip4k2a,ENSG00000150867,98.0296
Rhot1,ENSG00000126858,98.0273
Nme2,ENSG00000243678,98.0263
Appl1,ENSG00000157500,98.0254
Mmp16,ENSG00000156103,98.0231
Rarg,ENSG00000172819,98.0176
Lrp6,ENSG00000070018,98.0161
Prkaca,ENSG00000072062,98.0057
Ppp1r8,ENSG00000117751,98.0057
Fam118b,ENSG00000197798,98.0057
Pias1,ENSG00000033800,98.0031
Acly,ENSG00000131473,98.0018
Pde6d,ENSG00000156973,98.0
Becn1,ENSG00000126581,98.0
Mtor,ENSG00000198793,97.9992
Lrp1,ENSG00000123384,97.9974
Epha7,ENSG00000135333,97.996
Kif3b,ENSG00000101350,97.992
Gtf2f2,ENSG00000188342,97.992
Chmp1b,ENSG00000255112,97.99
Ptprt,ENSG00000196090,97.9875
Gdi1,ENSG00000203879,97.9866
Dpy30,ENSG00000162961,97.9798
Gmps,ENSG00000163655,97.9798
Usf2,ENSG00000105698,97.9769
Klhl2,ENSG00000109466,97.9764
Nfib,ENSG00000147862,97.9757
Ncbp1,ENSG00000136937,97.9747
Rnf24,ENSG00000101236,97.973
Srgap1,ENSG00000196935,97.9724
Pik3c3,ENSG00000078142,97.9707
Strip1,ENSG00000143093,97.9689
Sfrp2,ENSG00000145423,97.9661
Prkce,ENSG00000171132,97.9647
Dync1i2,ENSG00000077380,97.9624
Lhx6,ENSG00000106852,97.9592
Syt7,ENSG00000011347,97.9592
Cpsf2,ENSG00000165934,97.954
Ccdc101,ENSG00000176476,97.9522
Hnrnpc,ENSG00000092199,97.9522
Yipf4,ENSG00000119820,97.9508
Ablim3,ENSG00000173210,97.9502
Rbpj,ENSG00000168214,97.9466
Morn4,ENSG00000171160,97.9452
Psmd6,ENSG00000163636,97.9434
Trp63,ENSG00000073282,97.9412
Imp4,ENSG00000136718,97.9381
Csrp3,ENSG00000129170,97.9381
Dpf1,ENSG00000011332,97.9328
Bmpr1a,ENSG00000107779,97.9323
Nxn,ENSG00000167693,97.931
Ccdc47,ENSG00000108588,97.9296
Scamp1,ENSG00000085365,97.929
Ppme1,ENSG00000214517,97.9275
Zcchc24,ENSG00000165424,97.9253
Stx3,ENSG00000166900,97.9239
Eri3,ENSG00000117419,97.9229
Iglon5,ENSG00000142549,97.9167
Dynlrb2,ENSG00000168589,97.9167
Gata2,ENSG00000179348,97.9167
Luc7l3,ENSG00000108848,97.9167
Sec11c,ENSG00000166562,97.9167
Polr3a,ENSG00000148606,97.9137
Me2,ENSG00000196628,97.9136
Astn1,ENSG00000152092,97.9134
Ikzf2,ENSG00000030419,97.9087
Pbx2,ENSG00000204304,97.907
Dip2b,ENSG00000066084,97.9061
Pds5a,ENSG00000121892,97.9058
Ubtf,ENSG00000108312,97.9058
Cbx5,ENSG00000094916,97.9058
Usp22,ENSG00000124422,97.9048
Amd2,ENSG00000123505,97.9042
Map2k6,ENSG00000108984,97.9042
Ldhb,ENSG00000111716,97.9042
Etv1,ENSG00000006468,97.9036
Gria1,ENSG00000155511,97.9029
Zdhhc5,ENSG00000156599,97.9021
Fign,ENSG00000182263,97.892
Trim46,ENSG00000163462,97.892
Lphn1,ENSG00000072071,97.8897
Slco3a1,ENSG00000176463,97.8873
Myo1b,ENSG00000128641,97.8873
Cdc5l,ENSG00000096401,97.8803
Rnf220,ENSG00000187147,97.8799
Otud5,ENSG00000068308,97.8799
Pabpc4,ENSG00000090621,97.8788
Cnn3,ENSG00000117519,97.8723
Dpysl5,ENSG00000157851,97.8723
Pradc1,ENSG00000135617,97.8723
Pcdhgc4,ENSG00000242419,97.8678
St8sia2,ENSG00000140557,97.8667
Tnni1,ENSG00000159173,97.861
0610007P14Rik,ENSG00000133935,97.8571
Hes1,ENSG00000114315,97.8571
Slc41a1,ENSG00000133065,97.8558
Bcl2l1,ENSG00000171552,97.8541
Kifap3,ENSG00000075945,97.8535
Mlst8,ENSG00000167965,97.8528
Map2k7,ENSG00000076984,97.852
Glud1,ENSG00000148672,97.8495
Pgk1,ENSG00000102144,97.8417
Asb13,ENSG00000196372,97.8417
Mief1,ENSG00000100335,97.8402
Siah2,ENSG00000181788,97.8395
Cnot6l,ENSG00000138767,97.8378
Kdm1a,ENSG00000004487,97.831
Cnnm2,ENSG00000148842,97.8286
Prkaa2,ENSG00000162409,97.8261
Gnpnat1,ENSG00000100522,97.8261
Grem1,ENSG00000166923,97.8261
Sgms1,ENSG00000198964,97.8208
Pfkm,ENSG00000152556,97.8205
Kat8,ENSG00000103510,97.8166
Jagn1,ENSG00000171135,97.8142
Stxbp1,ENSG00000136854,97.8114
Rfwd2,ENSG00000143207,97.8112
Ankrd46,ENSG00000186106,97.807
Wdfy1,ENSG00000085449,97.8049
Atp9a,ENSG00000054793,97.8032
Spsb4,ENSG00000175093,97.8022
Gfpt2,ENSG00000131459,97.8006
Ctps,ENSG00000171793,97.8003
Arhgap35,ENSG00000160007,97.7985
Tmem203,ENSG00000187713,97.7941
Snapin,ENSG00000143553,97.7941
Hectd3,ENSG00000126107,97.7933
Hdlbp,ENSG00000115677,97.7918
Fgf12,ENSG00000114279,97.7901
Klhl7,ENSG00000122550,97.7816
Klhl6,ENSG00000122550,97.7816
Nip7,ENSG00000132603,97.7778
Tmem198,ENSG00000188760,97.7778
Rnf5,ENSG00000204308,97.7778
Wdr45,ENSG00000196998,97.7778
Ugdh,ENSG00000109814,97.7733
Gna11,ENSG00000088256,97.7716
Hook3,ENSG00000168172,97.7716
St8sia4,ENSG00000113532,97.7716
Mbtd1,ENSG00000011258,97.7707
Atl2,ENSG00000119787,97.7702
Kpna1,ENSG00000114030,97.7695
Pcdh7,ENSG00000169851,97.7689
Arih2,ENSG00000177479,97.7688
Hoxb6,ENSG00000108511,97.7679
Jmjd6,ENSG00000070495,97.7667
Cnot4,ENSG00000080802,97.756
Faf2,ENSG00000113194,97.7528
Arpc3,ENSG00000111229,97.7528
Timm9,ENSG00000100575,97.7528
Osbpl6,ENSG00000079156,97.7516
Med27,ENSG00000160563,97.7492
Paqr3,ENSG00000163291,97.7492
Dennd5a,ENSG00000184014,97.7467
Pum2,ENSG00000055917,97.7444
Fau,ENSG00000149806,97.7444
Map2k4,ENSG00000065559,97.7444
Osr1,ENSG00000143867,97.7444
Lsm1,ENSG00000175324,97.7444
Ranbp10,ENSG00000141084,97.7419
Klhdc8b,ENSG00000185909,97.7401
