gene,Altemeir_16116230_Unranked,Bao_31411002_ranked,Deng_37674532_ranked,Feng_37553691,Hu_37081490_Unranked,Jia_34917127_ranked,Leikauf_21297076_Unranked,Leikauf_22447970,Leikauf_23590305_Unranked,Li_31106457_ranked,Lingappan_25003466,Lv_2621618_Unranked,Teng_33961683_ranked,Wang_30979832,Wang_37149072_Ranked,Yue_31373289_ranked,maic_score,contributors
ANPEP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
TPM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
JCHAIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
RALY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
RPS9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
COL1A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
IQGAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
IGLC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SRSF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
U2AF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
DPP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
MRC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
RIDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
FH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PTGR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PSMD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
TUBB4B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
NAP1L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Ighg2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
NEBL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Ces2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
COPB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
EEF1B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
HNRNPA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
GLOD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H3C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H3C15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H3C3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H3C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H3C8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H3C13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H3C11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H3C10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Igkv19-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
GM2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
HSPA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ADGRE5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
NCF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ANXA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ACTC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
HNRNPK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SEMA4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
IL16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
NPEPPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
AFM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
LPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CYB5R3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
VRK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Serpina1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ACAT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
EPDR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
TPM3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
GNB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
FBLN5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
MDH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CHMP4B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CYFIP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
IDH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
OLFML3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CLTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ATIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ATP5F1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SELENOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
TWF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
TPM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
GPX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
HINT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
C4BPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
MASP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PPIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PSMA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PPP3CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ASL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
KHSRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
GSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Nup62-il4i1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Gm21948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
IL4I1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
HNRNPF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ALDH16A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
C8G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SLC25A19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Mup12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
NAXE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
GMFG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
HK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PLXDC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ARRB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
RCC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SND1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
TPT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CDH5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PPP1CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
IGHG3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
EIF5A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PROC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
NAGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PPID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SERPINA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CYRIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
DPP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
EIF3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
NEDD8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
IL18R1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SPARCL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
GNB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
AMPD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
MET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CHI3L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SERPINF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CTSB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
LRRFIP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CALR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PFDN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
MAN1A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
DDB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PGK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PRCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
RAB2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
VARS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
HGFAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PTMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Igh-VJ558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CTBS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ACOT7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
HNRNPU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
LDLR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CFL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ANXA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Igh-VS107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Igkv3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
HYOU1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ZYX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
RPLP0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
AP2A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PPM1G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
RAP1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
DPEP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
C1QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
FAM107B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
NME2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
TGM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
GAPDH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
LOC100042025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Gapdh-ps15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Gm12033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CHAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PTPRF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
GPC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
VTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
F13B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
KRT5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Ces1c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
MFGE8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ACTN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
LOC676215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
RAP1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
NAPSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PLEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
DYNLL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ARF3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
GRB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
RAD23A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H2-Q10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
UBA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
API5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
APOC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
NACA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Igkv12-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PSMD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CCT7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PSMD13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
AXL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
HSPA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
STK4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ANXA6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CUTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PPIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
YWHAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
GPSM3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ATP1B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
NPM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CPB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Igkv4-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SNAP23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Igkv12-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SORT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
RPS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Rps2-ps13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ARHGDIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
NUCB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
HPCAL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CPNE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PI16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
HARS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PEPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ACAA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Igk-V9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Igkv14-111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ANXA11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
INPP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
GMDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
MAP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
