Mouse Genes,Human Ortholog Symbol,Identity
Myom3,ENSG00000142661,83.0898
Zfp3,ENSG00000180787,84.2629
Camsap1,ENSG00000130559,84.8315
Rfx1,ENSG00000132005,91.4198
Med12,ENSG00000184634,97.2898
Ankrd35,ENSG00000198483,82.3177
Tpd52,ENSG00000076554,84.5411
Mnat1,ENSG00000164134,98.3834
Peli3,ENSG00000174516,91.6844
Gpr137b-ps,not found,
Gpr35,ENSG00000178623,72.4919
Col5a3,ENSG00000080573,82.5215
Trmt2a,ENSG00000099899,82.56
Arxes1,ENSG00000129128,81.6667
Gmfg,ENSG00000130755,93.662
Gin1,ENSG00000145723,85.4406
Spryd7,ENSG00000123178,98.4694
Foxc2,ENSG00000176692,89.6208
Pfas,ENSG00000178921,88.3408
C1rl,ENSG00000139178,72.4846
Tjap1,ENSG00000137221,85.9964
Tmem254b,ENSG00000133678,67.4797
Setd1b,ENSG00000139718,89.6236
Pim2,ENSG00000102096,89.3891
Tfe3,ENSG00000068323,95.6522
Fcrla,ENSG00000132185,67.1309
Timm10b,not found,
Dynlt3,ENSG00000165169,90.5172
Jazf1,ENSG00000153814,99.177
Bcl2l1,ENSG00000171552,97.8541
BC055324,error - retries exceeded,
Mctp1,ENSG00000175471,87.4875
Wisp2,ENSG00000064205,73.2
Bcl6,ENSG00000113916,94.7592
Frzb,ENSG00000162998,91.3846
Usp17la,not found,
Sltm,ENSG00000137776,91.1025
H2-Ob,ENSG00000241106,73.2601
Klhdc2,ENSG00000165516,96.798
Lag3,ENSG00000089692,68.5714
Mef2c,ENSG00000081189,93.6575
Adrbk1,ENSG00000173020,98.5486
Ltbp1,ENSG00000049323,89.018
Tnnt1,ENSG00000105048,89.2086
Hs3st3b1,ENSG00000125430,88.4615
Msr1,ENSG00000038945,71.3969
Sap30,ENSG00000164105,95.4545
Nostrin,ENSG00000163072,82.4111
Lphn2,ENSG00000117114,95.5071
Trp53i11,ENSG00000175274,91.0053
Cmc2,not found,
Tnip3,ENSG00000050730,38.7692
Hs3st3a1,ENSG00000153976,82.7586
Dpysl5,ENSG00000157851,97.8723
Klhl5,ENSG00000109790,96.897
Pold2,ENSG00000106628,94.2431
Tnfrsf9,ENSG00000049249,56.4706
Gyk,ENSG00000198814,97.3166
Gyk,ENSG00000229894,96.0217
Dnph1,ENSG00000112667,70.1149
Col9a2,ENSG00000049089,91.0014
Sdc4,ENSG00000124145,79.798
Pim3,ENSG00000198355,95.7055
Tnxb,ENSG00000168477,58.3883
1810041L15Rik,ENSG00000138944,92.9648
Vopp1,ENSG00000154978,89.5349
AK010878,error - retries exceeded,
Syngap1,ENSG00000197283,99.032
Smim24,ENSG00000095932,50
Klf13,ENSG00000169926,93.75
Acta2,ENSG00000107796,100
Cyp2a5,ENSG00000255974,85.2227
Cyp2a5,ENSG00000198077,83.6032
Cyp2a5,ENSG00000197838,88.4615
Kif5a,ENSG00000155980,97.5775
Plekhh3,ENSG00000068137,92.9382
Gm7334,not found,
Uaca,ENSG00000137831,79.1667
Casp7,ENSG00000165806,82.1782
AA986860,ENSG00000182795,62.7288
Pip5k1b,ENSG00000107242,96.2963
Egr1,ENSG00000120738,90.9761
Cc2d1a,ENSG00000132024,82.3344
Tdrp,ENSG00000180190,74.0541
Mapkbp1,ENSG00000137802,86.4058
Sbspon,ENSG00000164764,89.3939
Sorbs1,ENSG00000095637,55.7276
Coq5,ENSG00000110871,82.8746
Gbp4,ENSG00000183347,62.5592
Ly6a,ENSG00000291309,39.5522
Zfp712,ENSG00000213799,40.2062
Snhg11,not found,
Mag,not found,
Manf,ENSG00000145050,96.1538
A930001C03Rik,not found,
Aasdh,ENSG00000157426,72.6776
Cers4,ENSG00000090661,69.2893
Zfp444,ENSG00000167685,85.3211
Eif2s3x,ENSG00000180574,98.0932
Cd8b1,ENSG00000172116,49.5238
Cd8b1,ENSG00000254126,49.0476
4933407K13Rik,not found,
Ctps,ENSG00000171793,97.8003
Cldn15,ENSG00000106404,77.193
Treml4,ENSG00000188056,51.5
Esrp2,ENSG00000103067,93.3054
Iqgap2,ENSG00000145703,88.9524
Cish,ENSG00000114737,90.6977
Aff3,ENSG00000144218,88.1729
Chd6,ENSG00000124177,88.4715
Tnfrsf1b,ENSG00000028137,62.039
Vwa7,ENSG00000204396,82.2671
Zfp771,ENSG00000179965,95.8991
Ddx41,ENSG00000183258,98.8746
Zdhhc18,ENSG00000204160,92.7835
Slc31a2,ENSG00000136867,76.9231
Glt8d2,ENSG00000120820,80.2292
Hoxb7,ENSG00000260027,94.0092
Mctp2,ENSG00000140563,89.2938
Midn,ENSG00000167470,92.955
4933406C10Rik,not found,
Pttg1,ENSG00000250254,62.8272
Pttg1,ENSG00000164611,71.2871
Slc43a1,ENSG00000149150,83.542
Camp,ENSG00000168899,63.7931
Bank1,ENSG00000153064,66.7516
Cbx7,ENSG00000100307,88.4462
Opn3,ENSG00000054277,87.0647
Mcoln2,ENSG00000153898,80.3887
Rps6kl1,ENSG00000198208,78.5064
BC053749,error - retries exceeded,
Fam101a,ENSG00000178882,69.9074
Gdap10,error - retries exceeded,
Cldn5,ENSG00000184113,91.7431
Rnf38,ENSG00000137075,87.9612
Msl1,ENSG00000188895,96.4169
Traf3ip2,ENSG00000056972,79.823
Cbwd1,ENSG00000215126,78.7342
Cbwd1,ENSG00000147996,79.2405
Cbwd1,ENSG00000196873,79.4937
Tmem47,ENSG00000147027,98.895
Mllt6,ENSG00000275023,92.6807
Hbb-b1,not found,
Gria1,ENSG00000155511,97.9029
Atp6v0e2,ENSG00000171130,60.4938
Wif1,ENSG00000156076,93.9314
Fndc3c1,not found,
Tnnt3,ENSG00000130595,94.9612
Soat2,ENSG00000167780,81.9923
Herc3,ENSG00000138641,95.3333
Col13a1,ENSG00000197467,87.0879
Hlf,ENSG00000116016,87.8161
Mesp2,ENSG00000188095,61.2091
Emc4,ENSG00000128463,99.4536
Nfxl1,ENSG00000170448,89.023
Pde7b,ENSG00000171408,87.1111
Lrtm2,ENSG00000166159,92.1622
2700038G22Rik,not found,
Apob,ENSG00000084674,69.9101
Pdgfra,ENSG00000134853,91.8274
Tmem80,ENSG00000177042,62.9371
Slc6a4,ENSG00000108576,92.5397
Sh3gl3,ENSG00000140600,86.4553
Astn1,ENSG00000152092,97.9134
Rabgef1,ENSG00000154710,95.5193
Cdk2,ENSG00000123374,98.9933
Traf4,ENSG00000076604,96.8085
Pamr1,ENSG00000149090,90.1389
Il10rb,ENSG00000243646,68.9231
Rab40c,ENSG00000197562,99.2883
Ntn1,ENSG00000065320,99.1722
Helz2,ENSG00000130589,69.7622
Agfg2,ENSG00000106351,81.9127
Cnn1,ENSG00000130176,97.6431
Fam177a,ENSG00000151327,75
1700047I17Rik2,ENSG00000151327,75
Ccdc184,ENSG00000177875,89.1753
Thbs2,ENSG00000186340,88.5666
Fam221a,ENSG00000188732,82.5503
Txndc9,ENSG00000115514,89.823
Ablim1,ENSG00000099204,91.2596
Thumpd3,ENSG00000134077,79.8817
Igfbp6,ENSG00000167779,67.5
Add3,ENSG00000148700,92.2096
Clec4a1,ENSG00000111729,52.3207
5430416O09Rik,ENSG00000235387,65.3333
Fam20a,ENSG00000108950,85.7671
Rragb,ENSG00000083750,97.3988
Med26,ENSG00000105085,84.6667
Bnc1,ENSG00000108684,97.1581
Mafk,ENSG00000198517,98.0769
Ano9,ENSG00000185101,70.844
Scn3a,ENSG00000153253,94.75
Thap1,ENSG00000131931,92.0188
9030617O03Rik,ENSG00000133943,73.913
Maf,ENSG00000178573,90.8189
Chst4,ENSG00000140835,72.5389
Csrp2bp,ENSG00000149474,94.8784
Lmo4,ENSG00000143013,100
Slc14a1,ENSG00000141469,83.5476
Slc2a4,ENSG00000181856,94.8919
Nhlrc1,ENSG00000187566,81.0127
Ppp3cc,ENSG00000120910,86.9141
Col24a1,not found,
Ttll4,ENSG00000135912,79.6497
Lix1,ENSG00000145721,95.0355
Nhlrc2,ENSG00000196865,83.8843
Itfg1,ENSG00000129636,89.0523
Omd,ENSG00000127083,78.8599
Igsf6,ENSG00000140749,61.8257
Taf7,ENSG00000178913,92.8367
Prr15l,ENSG00000167183,84.466
Unc5a,ENSG00000113763,96.6746
Mamdc4,ENSG00000177943,73.263
Ephx1,ENSG00000143819,83.5165
Mier2,ENSG00000105556,80.9174
Lrrc8d,ENSG00000171492,96.0373
Tmem51,ENSG00000171729,84.585
Zfp958,not found,
Eapp,ENSG00000129518,86.3158
Gmip,ENSG00000089639,81.8557
Spg7,ENSG00000197912,86.0377
Uhrf2,ENSG00000147854,90.7731
C77080,ENSG00000162522,80.8958
Slc2a3,not found,
Ipcef1,ENSG00000074706,74.6575
Ssh2,ENSG00000141298,79.8621
Thbd,ENSG00000178726,67.8261
Plod2,ENSG00000152952,90.6332
Trib1,ENSG00000173334,93.8172
4933439C10Rik,not found,
Il33,ENSG00000137033,51.8519
Neurl4,ENSG00000215041,95.6466
Ift88,ENSG00000032742,89.3204
1110058L19Rik,ENSG00000154079,66.6667
Pira6,ENSG00000186818,28.7946
Pira6,ENSG00000204577,39.9366
Pira6,ENSG00000244482,52.183
Pira6,ENSG00000187116,45.1505
Pira6,ENSG00000105609,40.1015
Pira6,ENSG00000239961,48.497
Lamc3,ENSG00000050555,74.7936
Samd14,ENSG00000167100,93.765
Sox8,ENSG00000005513,83.6323
Ppl,ENSG00000118898,88.0979
Ufm1,ENSG00000120686,100
Tmem178,ENSG00000152154,98.3165
Hpx,ENSG00000110169,73.5931
Cnn3,ENSG00000117519,97.8723
Tmem220,ENSG00000187824,77.5
Tmem259,ENSG00000182087,79.3548
Osmr,ENSG00000145623,54.954
Ap4m1,ENSG00000221838,92.936
Eif4ebp1,ENSG00000187840,89.8305
A630001G21Rik,not found,
Elk3,ENSG00000111145,92.3833
Akt2,ENSG00000105221,98.1289
Zfand2a,ENSG00000178381,76.5517
Ctsw,ENSG00000172543,68.0851
Cdo1,ENSG00000129596,90.5
Doc2a,ENSG00000149927,94.75
Mlxip,ENSG00000175727,87.16
Tead2,ENSG00000074219,92.4612
Ch25h,ENSG00000138135,77.9412
Exoc3,ENSG00000180104,96.2416
Ubash3b,ENSG00000154127,95.9938
H2afy,ENSG00000113648,98.3871
Ntn4,ENSG00000074527,89.8089
Nr1d2,ENSG00000174738,91.019
Vps18,ENSG00000104142,95.7862
Fig4,ENSG00000112367,95.1488
Lpar4,ENSG00000147145,98.3784
Rgs2,ENSG00000116741,96.2085
Ccdc92,ENSG00000119242,82.4773
Pam,ENSG00000005810,96.9859
Tgfbr3,ENSG00000069702,81.4336
Cml1,ENSG00000204872,57.7093
Cml1,ENSG00000144035,56.3877
Tnfsf13,ENSG00000161955,79.6
Zfp276,ENSG00000158805,80.2932
Wnt2b,ENSG00000134245,94.8849
Ccdc36,ENSG00000173421,55.2189
Clic1,ENSG00000213719,98.3402
Ptdss1,ENSG00000156471,97.2516
Cog8,ENSG00000213380,88.8889
Alkbh4,ENSG00000160993,78.8079
Arhgef39,ENSG00000137135,86.5672
Pstpip1,ENSG00000140368,87.7404
Gmpr2,ENSG00000100938,95.1149
S1pr1,ENSG00000170989,94.2408
Pld6,ENSG00000179598,72.2222
Trim54,ENSG00000138100,95.2514
AA467197,ENSG00000166920,72.2892
Gng10,ENSG00000242616,95.5882
Cybb,ENSG00000165168,92.9825
Dmd,ENSG00000198947,91.0991
Gm5595,not found,
Tusc3,ENSG00000104723,98.2759
Rab39b,ENSG00000155961,99.5305
Tldc1,ENSG00000140950,65.3509
Tal1,ENSG00000162367,93.0514
Maz,ENSG00000103495,89.0985
Arhgap44,ENSG00000006740,93.7653
Pcdh7,ENSG00000169851,97.7689
Zfp619,ENSG00000267041,40.9174
Phf12,ENSG00000109118,95.9163
Zfp605,ENSG00000196458,64.2746
Anks1,ENSG00000064999,87.7425
D17Wsu104e,ENSG00000074842,83.237
Asz1,ENSG00000154438,85.2632
Mogs,ENSG00000115275,86.141
Psmb9,ENSG00000240065,88.1279
Icam2,ENSG00000108622,59.6364
2410004B18Rik,ENSG00000162642,85.1648
Vegfb,ENSG00000173511,86.9565
Glrb,ENSG00000109738,96.7807
Gpr156,ENSG00000175697,70.0246
Enc1,ENSG00000171617,99.3209
Metap1,ENSG00000164024,98.1865
Ccdc97,ENSG00000142039,81.6327
Smox,ENSG00000088826,95.1351
Adhfe1,ENSG00000147576,89.2934
Acoxl,ENSG00000153093,74.3103
Gemin8,ENSG00000046647,66.9421
Prrt2,ENSG00000167371,79.1176
Zrsr1,not found,
Scamp3,ENSG00000116521,90.4899
Tmem102,ENSG00000181284,79.9213
Robo4,ENSG00000154133,77.4578
Tmem151a,ENSG00000179292,97.4359
Slc24a2,ENSG00000155886,87.5946
Pnrc1,ENSG00000146278,76.4526
A630033H20Rik,not found,
Otx1,ENSG00000115507,97.1751
Ebf4,ENSG00000088881,94.5183
Zim1,not found,
Drap1,ENSG00000175550,93.1707
A230072C01Rik,not found,
Stk11,ENSG00000118046,90.3002
Phf21b,ENSG00000056487,80.791
Cramp1l,ENSG00000007545,84.2396
Zfp820,ENSG00000196378,41.1874
Slc15a3,ENSG00000110446,79.8623
Prkg2,ENSG00000138669,96.8504
Wdr92,ENSG00000243667,93.5574
Tifa,ENSG00000145365,76.6304
Mfsd2b,ENSG00000205639,81.746
Itih3,ENSG00000162267,84.9438
Bach2,ENSG00000112182,90.0119
Lrp8,ENSG00000157193,89.9273
Nr3c2,ENSG00000151623,90.752
Podxl,ENSG00000128567,40.5018
Bspry,ENSG00000119411,78.607
Myh11,ENSG00000133392,96.501
Ltv1,ENSG00000135521,85.4737
Ttc8,ENSG00000165533,95.3398
Ppp1r9b,ENSG00000108819,96.4504
Apold1,ENSG00000178878,87.5
Npas3,ENSG00000151322,93.6763
Rexo4,ENSG00000148300,67.7725
Akr1c14,not found,
4933426M11Rik,ENSG00000100647,88.1188
Gpsm2,ENSG00000121957,91.0819
Scn2a1,ENSG00000136531,98.0549
Ica1,ENSG00000003147,89.0269
Tbc1d10b,ENSG00000169221,87.8713
Pddc1,ENSG00000177225,92.7273
Tcof1,ENSG00000070814,51.9812
Tmem194b,ENSG00000189362,70.2638
Slc25a24,ENSG00000085491,93.2914
Pth1r,ENSG00000160801,90.2192
Pstk,ENSG00000179988,75.6983
Pigp,ENSG00000185808,90.2985
Trip4,ENSG00000103671,88.6403
Olfml2b,ENSG00000162745,83.4667
Lcp2,ENSG00000043462,82.7392
Fli1,ENSG00000151702,96.6814
Gcc2,ENSG00000135968,78.0285
Ppm1e,ENSG00000175175,89.1391
Ikbkg,ENSG00000269335,86.6348
Eml1,ENSG00000066629,96.0736
C1qtnf7,ENSG00000163145,96.5398
Cpne8,ENSG00000139117,98.7589
Psmc2,ENSG00000161057,99.7691
Nfam1,ENSG00000235568,45.9259
Fopnl,ENSG00000133393,78.1609
Lsm14b,ENSG00000149657,94.5455
Pde10a,ENSG00000112541,70.1422
Fgf11,ENSG00000161958,96.8889
Pou2f2,ENSG00000028277,91.1859
Dnm1l,ENSG00000087470,95.1087
Zfp64,ENSG00000020256,87.0778
Pacrgl,ENSG00000163138,88.7097
Zfp606,ENSG00000166704,89.5202
Slc22a4,ENSG00000197208,85.118
Fendrr,not found,
Gnb4,ENSG00000114450,96.7647
Pdzrn4,ENSG00000165966,79.1506
Kmt2a,ENSG00000118058,91.0624
Vbp1,ENSG00000155959,96.4467
Nkx2-1,ENSG00000136352,91.0224
Prr3,ENSG00000204576,82.9787
Ptms,not found,
Mansc1,ENSG00000111261,60.3248
Sbno2,ENSG00000064932,82.1376
Stx11,ENSG00000135604,85.0174
Prss12,ENSG00000164099,70.7429
Smim3,ENSG00000256235,80
Nup62cl,ENSG00000198088,48.3696
Syne4,ENSG00000181392,65.8416
Pan2,ENSG00000240857,87.7976
Rilpl2,ENSG00000150977,72.0379
Neat1,not found,
Irf2bp2,ENSG00000168264,86.5417
Eif2s3y,not found,
Pnpt1,ENSG00000138035,91.1877
Abcd2,ENSG00000173208,93.9189
Igsf8,ENSG00000162729,88.2545
Myd88,ENSG00000172936,81.7568
Mamdc2,ENSG00000165072,89.9417
Eif5a2,ENSG00000163577,100
Ints12,ENSG00000138785,91.342
Selenbp2,ENSG00000143416,87.5
Dner,ENSG00000187957,90.3663
Olfr1372-ps1,error - retries exceeded,
4931414P19Rik,ENSG00000100802,86.9888
Cthrc1,ENSG00000164932,94.6502
Phf23,ENSG00000040633,94.0447
B4galt3,ENSG00000158850,96.6921
Tceanc2,ENSG00000116205,90.8654
Pcnxl3,ENSG00000197136,94.6903
Taf1a,ENSG00000143498,79.5556
Evi2b,ENSG00000185862,57.3661
Cep83os,not found,
Lrrn4,ENSG00000125872,63.1081
Il34,ENSG00000157368,67.7686
Cd244,ENSG00000122223,52.6027
Myoz3,ENSG00000164591,73.7052
Foxl1,ENSG00000176678,68.4058
Sco2,ENSG00000284194,77.4436
Pde3a,ENSG00000172572,83.7862
Surf2,ENSG00000148291,69.1406
Ralgapa1,ENSG00000174373,90.3619
Skint3,not found,
Tecpr1,ENSG00000205356,86.6094
Tbccd1,ENSG00000113838,82.4057
Glis2,ENSG00000126603,92.5573
Rtp3,ENSG00000163825,51.2931
Glrx,ENSG00000173221,89.6226
Epha7,ENSG00000135333,97.996
Gm1821,not found,
2810403A07Rik,ENSG00000132680,95.4397
Zc3h3,ENSG00000014164,70.9916
Sptbn2,ENSG00000173898,94.8954
Eps8l1,ENSG00000131037,85.7538
Vps4b,ENSG00000119541,95.4955
Neil3,ENSG00000109674,73.8843
Lekr1,ENSG00000197980,75.4335
Sae1,ENSG00000142230,93.3526
Fgf18,ENSG00000156427,98.0676
Tbx18,ENSG00000112837,93.9044
Axin1,ENSG00000103126,87.355
Cacna1d,ENSG00000157388,96.3443
Aars2,ENSG00000124608,83.0457
Gigyf2,ENSG00000204120,94.3033
Nat14,ENSG00000090971,95.1456
AI317395,ENSG00000173214,62.9344
Adat2,ENSG00000189007,89.0052
Ccr2,ENSG00000121807,79.7222
Lmcd1,ENSG00000071282,92.6027
Lama5,ENSG00000130702,79.4858
Gm9079,error - retries exceeded,
Gpr176,ENSG00000166073,90.2913
Cpsf6,ENSG00000111605,99.637
Zfp146,ENSG00000167635,95.5479
Ky,ENSG00000174611,90.469
Trrap,ENSG00000196367,98.1668
Slc25a28,ENSG00000155287,97.5275
Gm11696,not found,
Meis3,ENSG00000105419,89.8667
Gm15645,not found,
Myo3b,ENSG00000071909,85.0858
Whrn,ENSG00000095397,88.4234
Mmp19,ENSG00000123342,78.1496
Nelfcd,ENSG00000101158,97.5904
Dot1l,ENSG00000104885,83.7996
Dcbld1,ENSG00000164465,54.5455
Fstl3,ENSG00000070404,81.749
Vsnl1,ENSG00000163032,100
1700023L04Rik,not found,
Higd2a,ENSG00000175202,73.5849
Higd2a,ENSG00000146066,82.0755
Slc9a2,ENSG00000115616,91.133
Sost,ENSG00000167941,87.3239
Sf3a2,ENSG00000104897,95.9052
Hoxd8,ENSG00000175879,89.3103
Nubpl,ENSG00000151413,88.0878
Snrnp70,ENSG00000104852,96.7963
Pax5,ENSG00000196092,99.2327
Xpo6,ENSG00000169180,96.8889
Exoc7,ENSG00000182473,96.6374
Ablim2,ENSG00000163995,91.4729
Rftn1,ENSG00000131378,69.0311
Vpreb3,ENSG00000128218,58.5366
Atp6v1f,ENSG00000128524,98.3193
Taf1b,ENSG00000115750,74.1497
Aida,ENSG00000186063,97.7124
Slc12a9,ENSG00000146828,92.9978
Suv39h2,ENSG00000152455,88.5366
Appl1,ENSG00000157500,98.0254
Fmo3,ENSG00000007933,79.5113
Prune2,ENSG00000106772,67.487
Ostm1,ENSG00000081087,78.1437
H2-Q2,not found,
2510009E07Rik,ENSG00000187068,92.8
Steap1,ENSG00000164647,82.0059
Steap1,ENSG00000105889,77.6515
St3gal6,ENSG00000064225,74.0181
Plekhg3,ENSG00000126822,80.6399
Men1,ENSG00000133895,96.3934
Tnfrsf21,ENSG00000146072,89.0076
Efcab4b,ENSG00000130038,80.4378
Dcaf17,ENSG00000115827,90.3846
Msln,ENSG00000102854,57.717
Casp8,ENSG00000064012,66.5971
Cox7a1,ENSG00000161281,68.3544
Rab3il1,ENSG00000167994,85.6021
Sh3bp2,ENSG00000087266,86.9875
Ddx3y,ENSG00000067048,88.9394
Gm7120,ENSG00000151881,78.6047
Hspa12b,ENSG00000132622,93.1487
5930430L01Rik,not found,
4732471J01Rik,not found,
Arl8a,ENSG00000143862,99.4624
Csf1,ENSG00000184371,69.8556
Pcnt,ENSG00000160299,53.5072
Bub1b,ENSG00000156970,75.0476
Ier5,ENSG00000162783,72.7829
Srsf9,ENSG00000111786,98.19
Dynlt1a,ENSG00000146425,93.8053
Pla2g4f,ENSG00000168907,73.616
Plac9a,ENSG00000189129,71.134
Slc2a1,ENSG00000117394,97.1545
Pet112,ENSG00000059691,85.2783
Serpind1,ENSG00000099937,81.5631
Zbtb6,ENSG00000186130,92.4528
Fam107b,ENSG00000065809,80.3922
Ctla2b,not found,
Suclg1,ENSG00000163541,91.9075
Fgf9,ENSG00000102678,99.5192
Tmem258,ENSG00000134825,100
Ikbkap,ENSG00000070061,80.9309
Zmat1,ENSG00000166432,57.1223
Spdya,ENSG00000163806,83.3866
Cnbd2,ENSG00000149646,64.5833
Masp1,ENSG00000127241,89.9725
Fip1l1,not found,
Cul2,ENSG00000108094,97.3154
Palmd,ENSG00000099260,78.5844
Syn3,ENSG00000185666,91.8966
Tmem110,ENSG00000213533,95.5782
Slc2a4rg-ps,not found,
Bcl7a,ENSG00000110987,94.2857
Slc29a2,ENSG00000174669,88.8158
Cilp,ENSG00000138615,90.0338
Otud5,ENSG00000068308,97.8799
Cdc42se1,ENSG00000197622,98.7342
Yeats2,ENSG00000163872,86.5682
Rgag1,ENSG00000243978,68.0115
Nsun5,ENSG00000130305,83.9056
Khnyn,ENSG00000100441,79.056
Havcr2,ENSG00000135077,61.1296
Rhobtb1,ENSG00000072422,88.7931
Tmem45a,ENSG00000181458,64.7273
Dusp3,not found,
Ankrd54,ENSG00000100124,91.6667
Arsi,ENSG00000183876,95.4306
Slco3a1,ENSG00000176463,97.8873
Tab2,ENSG00000055208,94.6609
Sult1d1,not found,
Brpf3,ENSG00000096070,92.3651
Ccdc89,ENSG00000179071,77.0053
Clcn4-2,ENSG00000073464,96.8421
Tmem25,ENSG00000149582,90.9836
Vegfc,ENSG00000150630,85.4415
Adcy4,ENSG00000129467,92.1077
Adprh,ENSG00000144843,82.0728
Creb3l1,ENSG00000157613,91.9075
Slc6a2,ENSG00000103546,94.1653
Vipr1,ENSG00000114812,84.6827
Usp10,ENSG00000103194,83.3333
Oacyl,not found,
Spib,ENSG00000269404,84.3511
Scin,ENSG00000006747,91.4685
Nov,ENSG00000114554,95.9916
Mettl9,ENSG00000197006,96.5409
Ocln,ENSG00000197822,88.8889
Alox5,ENSG00000012779,92.8783
Unc5b,ENSG00000107731,92.381
Rnf152,ENSG00000176641,97.5369
Suv420h2,ENSG00000133247,81.1688
Gatm,ENSG00000171766,95.7447
Mn1,ENSG00000169184,89.3182
Nptxr,ENSG00000221890,88.4
Recql,ENSG00000004700,85.0539
Sync,ENSG00000162520,75.7261
Ccdc9,ENSG00000105321,77.2128
Slc5a8,ENSG00000256870,86.5574
Iffo1,ENSG00000010295,93.1699
4833412C05Rik,not found,
Basp1,ENSG00000176788,68.7225
Nr1h2,ENSG00000131408,87.1739
Gins3,ENSG00000181938,89.3519
Cxxc4,ENSG00000168772,96.1853
Cep290,ENSG00000198707,87.4143
Abca8a,not found,
Polrmt,ENSG00000099821,65.4472
Dusp26,ENSG00000133878,96.6825
Vps35,ENSG00000069329,99.3719
Frat1,ENSG00000165879,75.6272
Prr12,ENSG00000126464,93.3202
Abcc5,ENSG00000114770,94.9896
Ntrk3,ENSG00000140538,97.2586
Snhg8,not found,
Entpd7,ENSG00000198018,92.3841
Ap5s1,ENSG00000125843,71
4930579G24Rik,ENSG00000205208,82.3009
Jmjd7,ENSG00000243789,89.8734
Hdac4,ENSG00000068024,93.2048
Zfp110,ENSG00000171606,57.121
Plekhj1,ENSG00000104886,84.5638
Snx10,ENSG00000086300,95.5224
Degs2,ENSG00000168350,86.3777
AA987161,ENSG00000213799,42.5773
Tmem255a,ENSG00000125355,97.5385
Numbl,ENSG00000105245,95.0739
Nrxn1,ENSG00000179915,99.2701
Snx15,ENSG00000110025,86.2573
Sh3d21,ENSG00000214193,46.9577
Fbxo34,ENSG00000178974,71.1674
Fam132b,ENSG00000178752,70.904
Fbxl2,ENSG00000153558,95.9811
Slc23a2,ENSG00000170482,90.8027
Il2rg,ENSG00000147168,70.4607
Snhg18,not found,
Mgl2,ENSG00000132514,57.0934
Bin2,ENSG00000110934,64.0708
H1fx,ENSG00000184897,68.0751
AU022754,not found,
Tmem66,ENSG00000133872,78.1711
Slc41a3,ENSG00000114544,75.9754
P2rx7,ENSG00000089041,80.8403
Angptl4,ENSG00000167772,76.1084
Sh3bp5,ENSG00000131370,92.5275
Gm11127,not found,
Nudt7,ENSG00000140876,61.3445
BC018242,error - retries exceeded,
Exo1,ENSG00000174371,72.5768
Nr2c1,ENSG00000120798,87.5622
3425401B19Rik,ENSG00000177354,63.7631
Gfer,ENSG00000127554,74.1463
Dab1,ENSG00000173406,96.2162
Mfsd6,ENSG00000151690,87.8635
Rpl41,not found,
Usp19,ENSG00000172046,84.8266
Sox12,ENSG00000177732,94.9206
Dnah17,ENSG00000187775,91.4164
Pik3c2g,ENSG00000139144,57.6043
Slc16a3,ENSG00000141526,89.8925
Tmprss4,ENSG00000137648,76.4302
Gm12338,not found,
Scaf1,ENSG00000126461,84.6037
Mex3d,ENSG00000181588,78.1874
2810029C07Rik,not found,
Gpr65,ENSG00000140030,78.635
Egr2,ENSG00000122877,88.8655
Stau2,ENSG00000040341,93.8596
Arhgef38,ENSG00000236699,84.2986
2310036O22Rik,ENSG00000123144,92.0455
Sobp,ENSG00000112320,94.3872
Steap3,ENSG00000115107,85.5422
Il5ra,ENSG00000091181,67.619
Cib2,ENSG00000136425,97.3262
Macrod1,ENSG00000133315,85.2308
Msh6,ENSG00000116062,86.0294
Efs,ENSG00000100842,80.5704
Mfsd1,ENSG00000118855,88.3871
Rnf113a1,ENSG00000125352,87.7551
4932411E22Rik,ENSG00000153930,89.9651
Selp,ENSG00000250722,70.3412
Unc5c,ENSG00000182168,97.0999
Inppl1,ENSG00000165458,95.787
Kcnk3,ENSG00000171303,91.3706
Pop4,ENSG00000105171,82.2727
Fam199x,ENSG00000123575,97.4227
Hadhb,ENSG00000138029,90.9283
Rnf5,ENSG00000204308,97.7778
Lcmt1,ENSG00000205629,88.3234
Galnt5,ENSG00000136542,74.0426
Ubox5,ENSG00000185019,78.9279
Nipal4,ENSG00000172548,83.4158
0610007P14Rik,ENSG00000133935,97.8571
Slc19a3,ENSG00000135917,68.3468
Glul,ENSG00000135821,94.6381
Cd79a,ENSG00000105369,69.469
Wnt5a,ENSG00000114251,98.4211
Ankrd34b,ENSG00000189127,81.323
Mgam,ENSG00000257335,79.5859
Ociad1,ENSG00000109180,86.1225
Gm6313,not found,
Fam49a,ENSG00000197872,99.6904
Skp1a,ENSG00000113558,99.3865
Tomt,ENSG00000284844,92.6357
Cdkn1c,ENSG00000129757,52.459
Cd53,ENSG00000143119,82.6484
2700046G09Rik,not found,
Snx6,ENSG00000129515,99.5074
Btg2,ENSG00000159388,93.6709
Nod1,ENSG00000106100,81.532
Zfp37,ENSG00000136866,69.2064
Ranbp10,ENSG00000141084,97.7419
Cdh8,ENSG00000150394,96.9962
Snrnp48,ENSG00000168566,86.4307
Mest,ENSG00000106484,95.8209
Il17ra,ENSG00000177663,68.2448
Emr4,not found,
Bcl2a1b,ENSG00000140379,70.8571
