gene	Nichols_24571919	Chen28689251	Bao_27137150	Bhaskaran_22911455	Chao27770432	Denervaud_26353077_down_ranked	Denervaud_26353077_up_ranked	Natarajan_28851267_down	Natarajan_28851267_up	Revhaug_31454811_down_ranked	Revhaug_31454811_up_ranked	Shrestha_33446917_down_	Shrestha_33446917_up	Al_mudares_37368978_female	Al_mudares_37368978_male	Bhattacharya_25150061	Cheng_31961470	Coarfa_28818871_female_down_day21_ranked	Coarfa_28818871_female_down_day7_ranked	Coarfa_28818871_female_up_day21_ranked	Coarfa_28818871_female_up_day7_ranked	Coarfa_28818871_male_down_day21	Coarfa_28818871_male_down_day7	Coarfa_28818871_male_up_day21	Coarfa_28818871_male_up_day7	Dong_36157523	Dravet_gounot_29287116_p10	Dravet_gounot_29287116_p21	Hirani_37876024	Nitkin_32753701_24hr_unranked	Nitkin_32753701_6hr_unranked	Rao_37310763_ranked	Hurskainen_33692365_endothelial	Hurskainen_33692365_epithelial	Hurskainen_33692365_stroma	Scaffa_34417156_ranked	maic_score	contributors
PRSS35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5948614482952608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4930181281194086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4956366140618769	0.0	0.0	0.0	0.0	0.0	0.0	1.4440738761729355	4.534571938530073	RNASEQ: Hirani_37876024, MICROARRAY: Natarajan_28851267_down, SCRNASEQ: Scaffa_34417156_ranked
FGD4	0.0	1.5598316416081337	0.0	0.0	1.5276887279858113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4438344597299773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.531354829323923	METHYLATION: Chen28689251, MICROARRAY: Chao27770432, RNASEQ: Al_mudares_37368978_male
SYK	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5215786448689212	0.0	0.0	0.0	0.0	0.0	1.4482124824946543	4.529622768971709	METHYLATION: Chen28689251, SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
PLA2G7	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4444029761231774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5215786448689212	0.0	1.3617035644086382	0.0	0.0	0.0	1.447563982928573	4.528974269405628	METHYLATION: Chen28689251, SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
NRCAM	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5215786448689212	0.0	0.0	0.0	0.0	0.0	1.44602527032178	4.527435556798835	METHYLATION: Chen28689251, SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
MMP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6189983580769125	0.0	0.0	1.4616329426863777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4458778840567614	4.526509184820052	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Al_mudares_37368978_female, MICROARRAY: Revhaug_31454811_up_ranked
ANGPTL2	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4930164481194086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4702430989059547	1.5215786448689212	0.0	1.4280131450594782	1.4017199639073328	1.3993064525193242	1.3988913585173688	1.4444924531655878	4.525902739642643	METHYLATION: Chen28689251, SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
STAT3	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4443133757560833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4350824655146566	1.5215786448689212	0.0	0.0	0.0	0.0	0.0	1.4421047956722886	4.523515082149343	METHYLATION: Chen28689251, SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_24hr_unranked
MS4A1	0.0	0.0	0.0	0.0	0.0	0.0	1.6911470813131935	0.0	0.0	1.6075902434888845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3759147471120106	1.3832949039159532	0.0	0.0	0.0	1.4480179326248297	4.522459917853976	MICROARRAY: Denervaud_26353077_up_ranked, SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked
CPM	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5084061144875438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4473635376081477	4.515601293703825	METHYLATION: Chen28689251, SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Dong_36157523
ANKRD44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6075730641340698	0.0	0.0	0.0	0.0	0.0	1.4930168181194086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4534947527046607	0.0	0.0	0.0	1.4147149087698074	1.4121357931544178	1.4140316433305429	0.0	4.515304791023286	MICROARRAY: Revhaug_31454811_down_ranked, SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Bhattacharya_25150061
PLAC8	0.0	0.0	0.0	0.0	0.0	0.0	1.6911480113131936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3759147471120106	0.0	0.0	0.0	0.0	1.4480120371742289	4.515074795599434	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_6hr_unranked, MICROARRAY: Denervaud_26353077_up_ranked
FMO2	0.0	0.0	0.0	0.0	0.0	0.0	1.6911470013131935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3759147471120106	0.0	1.4082700474513736	1.4056637921190378	1.4064542567685427	1.4469803333190996	4.514042081744304	SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Nitkin_32753701_6hr_unranked, MICROARRAY: Denervaud_26353077_up_ranked
FCRLA	0.0	0.0	0.0	0.0	0.0	0.0	1.6911476313131935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.373674846495615	1.4075729502067267	1.4050013038240776	1.4056284230514606	1.448802027554784	4.513624505363593	SCRNASEQ: Scaffa_34417156_ranked, MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Rao_37310763_ranked
BANK1	0.0	0.0	0.0	0.0	0.0	0.0	1.6911471513131935	0.0	0.0	1.6075742491930352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3703891002269535	0.0	0.0	0.0	1.448943518369388	4.5104797699095345	MICROARRAY: Denervaud_26353077_up_ranked, SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked
IL18RAP	0.0	0.0	0.0	0.0	0.0	0.0	1.6911481313131935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3992728381165274	1.4153593949016507	1.4127600609708224	1.4147415705610171	0.0	4.505780364331372	SCRNASEQ: Hurskainen_33692365_endothelial, MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Rao_37310763_ranked
CD53	0.0	0.0	0.0	0.0	0.0	0.0	1.6911477413131935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3626966949064419	0.0	0.0	0.0	1.4476759964899868	4.501520432709622	SCRNASEQ: Scaffa_34417156_ranked, MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Rao_37310763_ranked
BHLHE40	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4434532816683827	1.4930185681261918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4552458182392354	0.0	0.0	0.0	0.0	0.0	0.0	1.445712811439941	4.498563021174267	METHYLATION: Chen28689251, RNASEQ: Bhattacharya_25150061, SCRNASEQ: Scaffa_34417156_ranked
RASGRP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6075731946157066	0.0	0.0	0.0	0.0	0.0	1.4930170281194086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3970112693114158	1.3947582155712324	1.3934582419576171	0.0	4.497601492046531	MICROARRAY: Revhaug_31454811_down_ranked, SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Bhattacharya_25150061
GUCY1A1	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4497240900765977	0.0	1.49301846811942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4409908718413462	0.0	0.0	0.0	0.0	0.0	0.0	1.444174098833148	4.497024208560702	METHYLATION: Chen28689251, RNASEQ: Bhattacharya_25150061, SCRNASEQ: Scaffa_34417156_ranked
ADGRG2	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4930164381194084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4281534343989084	0.0	0.0	0.0	0.0	0.0	0.0	1.442930158756392	4.495778238483934	METHYLATION: Chen28689251, RNASEQ: Bhattacharya_25150061, SCRNASEQ: Scaffa_34417156_ranked
CASP8	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5215786448689212	0.0	1.363717087883658	1.4143597837583834	1.4117790686879008	1.4136114823165888	0.0	4.495770070235439	METHYLATION: Chen28689251, SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Nitkin_32753701_24hr_unranked
SULF1	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5084061144875438	0.0	0.0	0.0	0.0	0.0	0.0	1.4166483671653376	1.414008596603632	1.4162338665760954	0.0	4.484886123261015	METHYLATION: Chen28689251, SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Dong_36157523
CD82	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.437452965563988	1.5215786448689212	0.0	0.0	1.398129255458491	1.3957901684922278	1.3947621899319576	0.0	4.479539541935546	METHYLATION: Chen28689251, SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Nitkin_32753701_24hr_unranked
PDCD4	0.0	0.0	0.0	0.0	1.5276887279858113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4935128686361914	0.0	0.0	0.0	0.0	0.0	0.0	1.4481063643838408	4.4693079610058435	SCRNASEQ: Scaffa_34417156_ranked, MICROARRAY: Chao27770432, RNASEQ: Hirani_37876024
RAB7B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6189983480769123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4342545902740813	0.0	0.0	0.0	1.4104534086327205	1.4078550995562138	1.4090621527172236	0.0	4.463706346983714	SCRNASEQ: Hurskainen_33692365_endothelial, MICROARRAY: Revhaug_31454811_up_ranked, RNASEQ: Hirani_37876024
CD84	0.0	0.0	0.0	0.0	0.0	0.0	1.6911471113131935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3616646761517301	1.4071389085260975	1.4045936187194867	1.4051358204833764	0.0	4.459950695991021	SCRNASEQ: Hurskainen_33692365_endothelial, MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Rao_37310763_ranked
LARS2	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4446798931230012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.450712494229692	4.455224028960827	METHYLATION: Chen28689251, SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Al_mudares_37368978_male
C15orf48	0.0	0.0	0.0	0.0	0.0	0.0	1.6911479913131935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36654589372289	1.395827519273336	1.393573380736015	1.3920673641183208	0.0	4.453521404309419	SCRNASEQ: Hurskainen_33692365_endothelial, MICROARRAY: Denervaud_26353077_up_ranked, RNASEQ: Rao_37310763_ranked
ZBTB20	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4440690308448048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4465735472276486	4.450474219680587	METHYLATION: Chen28689251, SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Al_mudares_37368978_male
TSPAN18	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4898355534548433	0.0	0.0	0.0	1.3981424082366918	1.3958029086517463	1.3947766782427835	0.0	4.447809603299669	METHYLATION: Chen28689251, SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Hirani_37876024
CTDSPL	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.444156995012865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4405719785160966	4.444560615137096	METHYLATION: Chen28689251, SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Al_mudares_37368978_male
MAP4K4	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4416683880424974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4154383115708562	1.4128365019279332	1.414828500425973	1.442818145194978	4.444318174845609	METHYLATION: Chen28689251, SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Al_mudares_37368978_female
GLCCI1	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4351291324389228	0.0	0.0	0.0	0.0	0.0	0.0	1.4485544186295012	4.443515192676558	METHYLATION: Chen28689251, SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Hirani_37876024
SLITRK6	0.0	0.0	1.560660823264298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4353951661453874	0.0	0.0	0.0	0.0	0.0	0.0	1.4452175935894787	4.441273582999164	MICROARRAY: Bao_27137150, SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Hirani_37876024
GPR153	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4379971589283207	0.0	0.0	0.0	0.0	0.0	0.0	1.441756964086845	4.439585764623299	METHYLATION: Chen28689251, SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Hirani_37876024
CREG1	0.0	0.0	0.0	0.0	1.5276887279858113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.443702513477887	1.493018548121307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.50378678176362	0.0	0.0	0.0	1.4079280752181507	1.4053452881310762	1.4060485840654147	0.0	4.439403584967582	SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Hirani_37876024, MICROARRAY: Chao27770432
PLSCR3	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4317699852800383	0.0	0.0	0.0	0.0	0.0	0.0	1.4448815529052366	4.436483179793409	METHYLATION: Chen28689251, SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Hirani_37876024
FHL1	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4245769529571537	0.0	0.0	0.0	0.0	0.0	0.0	1.4482065870440535	4.432615181609341	METHYLATION: Chen28689251, SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Hirani_37876024
RNF152	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4293441519114718	0.0	0.0	1.3632858602501112	1.41133464477218	1.4087086902439507	1.4100908227858697	1.4427356088865677	4.431911402406174	METHYLATION: Chen28689251, SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Hirani_37876024
GMFG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6075730841340814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3741876021027857	0.0	0.0	0.0	1.4481004689332402	4.429861155170107	MICROARRAY: Revhaug_31454811_down_ranked, SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked
ANXA6	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4240052948126383	0.0	0.0	0.0	0.0	0.0	0.0	1.4459014658591645	4.429738402279937	METHYLATION: Chen28689251, SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Hirani_37876024
CMTM3	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4285834827113755	0.0	0.0	0.0	0.0	0.0	0.0	1.4412735371375844	4.429688661457094	METHYLATION: Chen28689251, SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Hirani_37876024
TSPAN14	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4213191641784069	0.0	0.0	0.0	0.0	0.0	0.0	1.4484365096174834	4.429587315404024	METHYLATION: Chen28689251, SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Hirani_37876024
LHFPL2	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42766639008166	0.0	0.0	0.0	0.0	0.0	0.0	1.4398998971476122	4.427397928837406	METHYLATION: Chen28689251, SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Hirani_37876024
CENPF	0.0	0.0	1.560660823264298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.460286395344611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4058367834842098	1.403332342927159	1.40360005953582	0.0	4.426784002093119	MICROARRAY: Bao_27137150, SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Coarfa_28818871_male_down_day21
EHF	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4650049450646998	0.0	0.0	0.0	1.3978398943380714	1.3955098849828216	1.3944144704721335	0.0	4.422676481010905	METHYLATION: Chen28689251, SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Hirani_37876024
ATP6V1H	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4432185738341459	0.0	0.0	0.0	1.4168851171729535	1.4142379194749644	1.4165526094142675	0.0	4.419935332615234	METHYLATION: Chen28689251, SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Hirani_37876024
RAPH1	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4440739177430302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4141230337507675	1.4115497458165684	1.4133362044108946	0.0	4.418028593101932	METHYLATION: Chen28689251, SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_male
SKAP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6075731641617916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3622798884509124	0.0	0.0	0.0	1.4481299461862438	4.417982998798948	MICROARRAY: Revhaug_31454811_down_ranked, SCRNASEQ: Scaffa_34417156_ranked, RNASEQ: Rao_37310763_ranked
TFCP2L1	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.443448394770157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4111242003209656	1.4085175878511738	1.4098445215018278	0.0	4.414404236699257	METHYLATION: Chen28689251, SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_male
RHBDD1	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4416586776565716	0.0	0.0	0.0	1.4127156864832728	1.4101355881100188	1.4116990252875563	0.0	4.414206005747978	METHYLATION: Chen28689251, SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Hirani_37876024
FAM163A	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4453930908483772	0.0	0.0	0.0	1.4087698530230073	0.0	1.407091742444887	0.0	4.413994585479518	METHYLATION: Chen28689251, SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Hirani_37876024
DUSP19	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4538705632639464	1.3992077832709635	1.3968603418917789	1.396066137906298	0.0	4.412909988143044	METHYLATION: Chen28689251, SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Rao_37310763_ranked
ADRA1B	0.0	0.0	0.0	0.0	1.5276887279858113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.438647082868378	0.0	0.0	0.0	0.0	0.0	0.0	1.445459307064109	4.411795117918299	SCRNASEQ: Scaffa_34417156_ranked, MICROARRAY: Chao27770432, RNASEQ: Hirani_37876024
GLRX2	0.0	1.5598316416081337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.441022030859812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4094143391548506	1.4067594458376258	1.4078161579861872	0.0	4.410268011622796	METHYLATION: Chen28689251, SCRNASEQ: Hurskainen_33692365_endothelial, RNASEQ: Al_mudares_37368978_female
